System,Name,Year,ROM Name,Players,Joystick Input,Other Input,Buttons,Vertical,Manufacturers,Player Legends 2,Retro Arcade 2 Elites,Other CoinOps
arcade,Racing Hero,1989,columns2,1,8 way,pedal / paddle,1,HORIZONTAL,SEGA,No,No,Yes
arcade,Rack 'em Up,1987,condor,2,4 way,none,2,VERTICAL,bootleg / Sidam,No,No,Yes
arcade,Rad Mobile,1990,coolridr,1,analog,pedal / paddle,4,HORIZONTAL,SEGA,No,Yes,Maybe
arcade,Rad Rally,1991,cavenger,1,8 way,pedal / paddle,2,HORIZONTAL,Universal,No,No,Yes
arcade,Radar Scope,1980,cottonbm,2,8 way,none,4,HORIZONTAL,Success,No,No,Yes
arcade,Radiant Silvergun,1998,countrunb,4,8 way,none,2,HORIZONTAL,bootleg,No,Yes,Maybe
arcade,Radical Radial,1982,crater,2,4 way,none,3,HORIZONTAL,Bally Midway,No,No,Yes
arcade,Radikal Bikers,1998,crbaloon,1,8 way,paddle,1,VERTICAL,Taito,No,No,Yes
arcade,Rage of the Dragons,2002,cclimbr2,2,twin stick,none,0,HORIZONTAL,Nichibutsu,Yes,Yes,Maybe
arcade,Ragnagard,1996,crazyfgt,2,8 way,none,,HORIZONTAL,Subsino,No,No,Yes
arcade,Raiden,1990,ckong,2,4 way,none,1,VERTICAL,Kyoei / Falcon,Yes,Yes,Maybe
arcade,Raiden 2,1993,crzytaxi,2,analog,none,2,HORIZONTAL,SEGA,No,No,Yes
arcade,Raiden DX,1994,crimec,2,8 way,none,2,HORIZONTAL,Taito,Yes,Yes,Maybe
arcade,Raiden Fighters,1996,crospang,2,4 way,none,2,HORIZONTAL,F2 System,Yes,Yes,Maybe
arcade,Raiden Fighters 2: Operation Hell Dive,1997,crswd2bl,2,8 way,none,4,HORIZONTAL NEOGEO,bootleg / Razoola,Yes,Yes,Maybe
arcade,Raiden Fighters Jet,1998,crush,2,4 way,none,0,VERTICAL,"Alpha Denshi Co. / Kural Samno Electric, Ltd.",Yes,Yes,Maybe
arcade,Raiga: Strato Fighter,1991,crysking,2,8 way,none,4,HORIZONTAL,BrezzaSoft,No,No,Yes
arcade,Rail Chase,1991,cutefght,2,8 way,lightgun,3,HORIZONTAL,SemiCom,No,No,Yes
arcade,Raimais,1988,cybattlr,2,8 way,none,2,VERTICAL,Jaleco,No,No,Yes
arcade,Rainbow Islands,1987,cybrcomm,2,analog,none,3,HORIZONTAL,Namco,Yes,Yes,Maybe
arcade,Rainbow Islands: Extra Version,1988,cybrcycc,2,analog,none,0,HORIZONTAL,Namco,No,No,Yes
arcade,Rally Bike,1988,cybsled,2,analog,none,3,HORIZONTAL,Namco,No,No,Yes
arcade,Rally X,1980,ddcrew,2,8 way,none,3,HORIZONTAL,SEGA,Yes,Yes,Maybe
arcade,Rambo 3,1989,danceyes,2,8 way,trackball,3,HORIZONTAL,Namco,No,Yes,Maybe
arcade,Rampage,1986,dangseed,3,8 way,none,3,VERTICAL,Namco,Yes,Yes,Maybe
arcade,Rampage: World Tour,1997,dfeveron,3,8 way,none,3,VERTICAL,Cave / Nihon System license,Yes,Yes,Maybe
arcade,Rampart,1990,indyheat,3,analog,none,2,HORIZONTAL,Leland Corporation,No,No,Yes
arcade,Rapid Hero,1994,darius2do,2,8 way,none,2,HORIZONTAL,Taito,No,No,Yes
arcade,Rastan,1987,darkedge,2,8 way,none,5,HORIZONTAL,SEGA,No,No,Yes
arcade,Rastan Saga,1987,darwin,2,8 way,none,2,VERTICAL,Data East,Yes,Yes,Maybe
arcade,Rave Racer,1995,demoderb,1,analog,pedal / paddle,2,HORIZONTAL,Bally Midway,Yes,Yes,Maybe
arcade,Ray Crisis,1998,demon,4,4 way,none,3,HORIZONTAL,Rock-Ola,No,No,Yes
arcade,Ray Crisis,1998,denjinmk,4,8 way,none,3,HORIZONTAL,Winkysoft / Banpresto license,No,No,Yes
arcade,Ray Storm,1996,depthch,4,4 way,none,2,HORIZONTAL,Gremlin,No,No,Yes
arcade,Razzmatazz,1983,desertwr,2,8 way,dial,5,VERTICAL,Jaleco,No,No,Yes
arcade,Reactor,1982,destroyr,1,analog,trackball,2,HORIZONTAL,Atari,No,No,Yes
arcade,Real Bout Fatal Fury,1995,dinorex,2,8 way,none,3,HORIZONTAL,Taito,No,No,Yes
arcade,Real Bout Fatal Fury 2: The Newcomers,1998,dirtdash,2,analog,none,4,HORIZONTAL,Namco,No,Yes,Maybe
arcade,Real Bout Fatal Fury Special,1996,dirtfoxj,2,analog,none,2,VERTICAL,Namco,Yes,Yes,Maybe
arcade,"Real Ghostbusters, The",1987,dorunrun,3,4 way,none,2,HORIZONTAL,Universal,No,No,Yes
arcade,"Real Ghostbusters, The",1987,dolphin,2,8 way,none,6,HORIZONTAL,Sammy,No,No,Yes
arcade,Red Alert,1981,domino,2,4 way,none,1,HORIZONTAL,Bally Midway,No,No,Yes
arcade,Red Baron,1980,dominos,1,4 way,stick,0,HORIZONTAL,Atari,No,No,Yes
arcade,Red Earth,1996,dondokod,2,8 way,none,2,HORIZONTAL,Taito,Yes,Yes,Maybe
arcade,Regulus,1983,dkongpe,2,4 way,none,1,VERTICAL,hack / Clay Cowgill and Mike Mika,No,No,Yes
arcade,Reikai Doushi,1988,dblaxle,2,analog,none,5,HORIZONTAL,Taito,No,No,Yes
arcade,Relief Pitcher,1992,ddragon3,2,8 way,none,3,HORIZONTAL,East Technology / Technos Japan,No,No,Yes
arcade,Renegade,1986,dbldynu,2,8 way,none,3,HORIZONTAL,Seibu Kaihatsu / Fabtek license,Yes,Yes,Maybe
arcade,Repulse,1985,dblewing,2,8 way,none,3,VERTICAL,Mitchell,No,No,Yes
arcade,"Return of Ishtar, The",1986,downtownj,1,8 way,none,2,VERTICAL,Seta,No,No,Yes
arcade,Return of the Invaders,1985,drmicro,2,4 way,none,1,VERTICAL,Sanritsu,No,No,Yes
arcade,Return of the Jedi,1984,drtoppel,1,8 way,stick,2,VERTICAL,Kaneko / Taito,Yes,Yes,Maybe
arcade,Revolution X,1994,dbz,3,8 way,stick,4,HORIZONTAL,Banpresto,No,No,Yes
arcade,Rezon,1991,dbz2,2,8 way,none,4,HORIZONTAL,Banpresto,No,Yes,Maybe
arcade,Ribbit!,1991,dbzvrvs,2,8 way,none,3,HORIZONTAL,SEGA / Banpresto,No,No,Yes
arcade,Ridge Racer,1993,drgnbowl,1,8 way,pedal / paddle,3,HORIZONTAL,Nics,No,Yes,Maybe
arcade,Ridge Racer 2,1994,drgnmst,1,8 way,pedal / paddle,7,HORIZONTAL,Unico,No,Yes,Maybe
arcade,Riding Fight,1992,drgnunit,4,8 way,dial,3,HORIZONTAL,Athena / Seta,No,No,Yes
arcade,Riding Hero,1990,dlair,2,8 way,none,1,HORIZONTAL,Cinematronics,No,No,Yes
arcade,Rim Rockin' Basketball,1991,dragoona,4,8 way,none,6,HORIZONTAL,Konami,No,No,Yes
arcade,Ring King,1985,dsoccr94,2,8 way,none,3,HORIZONTAL,Irem / Data East,No,No,Yes
arcade,Ring Rage,1992,dreamwld,4,8 way,dial,3,HORIZONTAL,SemiCom,No,No,Yes
arcade,Ring of Destruction: Slammasters 2,1994,drifto94,2,8 way,none,3,HORIZONTAL,Visco,Yes,Yes,Maybe
arcade,Riot,1992,dungeonm,2,8 way,none,4,HORIZONTAL,Taito,No,No,Yes
arcade,Riot City,1991,dunkshot,2,trackball,none,2,HORIZONTAL,SEGA,No,No,Yes
arcade,Rip Off,1980,dyger,2,8 way,none,3,VERTICAL,Philko,No,No,Yes
arcade,Risky Challenge,1993,edf,2,8 way,none,2,HORIZONTAL,Jaleco,No,No,Yes
arcade,Rival Schools: United By Fate,1997,eaglshot,2,8 way,none,3,HORIZONTAL,Sammy,No,No,Yes
arcade,River Patrol,1981,ehrgeiz,2,8 way,none,6,HORIZONTAL,Square / Namco,No,No,Yes
arcade,Road Blasters,1987,8ballact,1,8 way,pedal / stick,1,VERTICAL,Seatongrove Ltd / Magic Electronics USA license,Yes,Yes,Maybe
arcade,Road Fighter,1984,eightfrc,2,8 way,none,2,VERTICAL,Tecmo,No,Yes,Maybe
arcade,Road Runner,1985,enforce,1,8 way,stick,2,HORIZONTAL,Taito,Yes,Yes,Maybe
arcade,Robo Army,1991,equites,2,8 way,none,3,VERTICAL,Alpha Denshi Co.,No,No,Yes
arcade,Robocop,1988,esckids,2,8 way,none,2,HORIZONTAL,Konami,Yes,Yes,Maybe
arcade,Robocop 2,1991,evilston,2,4 way,none,2,VERTICAL,"Spacy Industrial, Ltd.",No,No,Yes
arcade,Robotron: 2084,1982,evosocc,1,8 way,none,4,HORIZONTAL,Evoga,Yes,Yes,Maybe
arcade,Roc'n Rope,1983,explbrkr,2,8 way,none,2,VERTICAL,Kaneko,Yes,Yes,Maybe
arcade,Rock'n Rage,1986,extrmatn,2,8 way,none,2,VERTICAL,Taito,No,No,Yes
arcade,Rod-Land,1990,exterm,2,8 way,none,2,HORIZONTAL,Gottlieb / Premier Technology,No,No,Yes
arcade,Rohga Armor Force,1991,extdwnhl,2,4 way,none,1,HORIZONTAL,Sammy Industries Japan / Sammy Studios,No,No,Yes
arcade,Roller Jammer,1984,exvania,2,8 way,none,3,HORIZONTAL,Namco,No,No,Yes
arcade,Rollergames,1991,exzisus,2,8 way,none,2,HORIZONTAL,Taito,No,No,Yes
arcade,Rolling Thunder,1986,f1gp,2,analog,none,2,VERTICAL,Video System Co.,Yes,Yes,Maybe
arcade,Rolling Thunder 2,1990,f1gp2,2,analog,none,3,VERTICAL,Video System Co.,No,No,Yes
arcade,"Rompers (Japan, new version",1989,f1gpstr2,2,analog,none,2,HORIZONTAL,Jaleco,No,No,Yes
arcade,Rough Racer,1990,f1en,2,analog,dial,2,HORIZONTAL,SEGA,No,No,Yes
arcade,Run & Gun,1993,f1lap,4,analog,none,3,HORIZONTAL,SEGA,No,No,Yes
arcade,Run & Gun 2,1996,flstory,4,4 way,none,2,HORIZONTAL,Taito,No,No,Yes
arcade,Rygar,1986,daraku,2,8 way,none,4,HORIZONTAL,Psikyo / Steel Hearts,Yes,Yes,Maybe
arcade,Ryu Jin,1993,fantjour,2,8 way,none,3,HORIZONTAL,Konami,No,No,Yes
arcade,S.P.Y.: Special Project Y,1989,fantland,2,8 way,none,2,HORIZONTAL,Electronic Devices Italy,No,No,Yes
arcade,S.R.D. Mission,1986,fantzn2,2,8 way,none,2,HORIZONTAL,SEGA,No,No,Yes
arcade,S.S. Mission,1992,fastlane,2,8 way,none,2,VERTICAL,Konami,No,No,Yes
arcade,S.T.U.N. Runner,1989,fatfury2,1,8 way,stick,4,HORIZONTAL NEOGEO,SNK,No,Yes,Maybe
arcade,S.V.G.: Spectral vs Generation,2005,fatfury3,4,8 way,none,4,HORIZONTAL NEOGEO,SNK,No,No,Yes
arcade,SAR: Search & Rescue,1989,fatfury1,2,8 way,positional,4,HORIZONTAL NEOGEO,SNK,Yes,Yes,Maybe
arcade,SD Fighters,1996,feversos,2,8 way,none,3,VERTICAL,Cave / Nihon System license,No,No,Yes
arcade,SD Gundam Neo Battling,1992,fightfev,2,8 way,none,4,HORIZONTAL NEOGEO,Viccom,No,No,Yes
arcade,SD Gundam Psycho Salamander no Kyoui,1991,fghtatck,2,8 way,none,3,VERTICAL,Namco,No,No,Yes
arcade,SDI: Strategic Defense Initiative,1987,fghthist,2,8 way,trackball,6,HORIZONTAL,Data East,No,No,Yes
arcade,SNK vs. Capcom: SVC Chaos,2003,ffreveng,2,8 way,none,6,HORIZONTAL,Capcom,No,Yes,Maybe
arcade,SWAT Police,2001,finallap,2,analog,none,1,HORIZONTAL,Namco,No,No,Yes
arcade,Saboten Bombers,1992,fstarfrc,2,8 way,none,2,VERTICAL,Tecmo,No,No,Yes
arcade,Saint Dragon,1989,finalizr,2,8 way,none,2,VERTICAL,Konami,No,No,Yes
arcade,Salamander,1986,firebarr,2,8 way,none,3,VERTICAL,Irem,Yes,Yes,Maybe
arcade,Salamander 2,1996,firefox,4,analog,none,4,HORIZONTAL,Atari,No,No,Yes
arcade,Samurai Aces,1993,firetrap,2,twin stick,none,1,VERTICAL,Woodplace Inc. / Data East,No,No,Yes
arcade,Samurai Nihon-Ichi,1985,fiveside,2,trackball,none,1,VERTICAL,Konami,No,No,Yes
arcade,Samurai Shodown,1993,flashgal,2,8 way,none,2,HORIZONTAL,Kyugo / SEGA,No,No,Yes
arcade,Samurai Shodown 2,1994,flytiger,2,8 way,none,2,VERTICAL,Dooyong,Yes,Yes,Maybe
arcade,Samurai Shodown 3,1995,formatz,2,8 way,none,2,HORIZONTAL,Jaleco,No,No,Yes
arcade,Samurai Shodown 4: Amakusa's Revenge,1996,frenzy,2,8 way,none,1,HORIZONTAL,"Stern Electronics / Stern Electronics, Inc.",Yes,Yes,Maybe
arcade,Samurai Shodown 5,2003,friskyt,2,8 way,none,0,HORIZONTAL,Nichibutsu,No,No,Yes
arcade,Samurai Shodown V Special,2004,funkyjet,2,8 way,none,3,HORIZONTAL,Mitchell / Data East,Yes,Yes,Maybe
arcade,Samurai Spirits Tenkaichi Kenkakuden,2005,futspy,2,8 way,none,2,VERTICAL,SEGA,No,No,Yes
arcade,Sand Scorpion,1992,gdarius2,2,8 way,none,3,HORIZONTAL,Taito,No,No,Yes
arcade,San Francisco Rush,1996,gstream,1,8 way,pedal / paddle,4,VERTICAL,Oriental Soft Japan,No,Yes,Maybe
arcade,Satan's Hollow,1981,gaia,2,8 way,none,4,HORIZONTAL,Noise Factory,No,No,Yes
arcade,Saturday Night Slam Masters,1993,gaialast,4,8 way,none,3,HORIZONTAL,SemiCom / XESS,Yes,Yes,Maybe
arcade,Savage Reign,1995,galastrm,2,analog,none,4,HORIZONTAL,Taito,No,Yes,Maybe
arcade,Schmeiser Robo,1993,gwarrior,2,8 way,none,3,HORIZONTAL,Konami,No,No,Yes
arcade,Scramble,1981,galaxyfg,2,8 way,none,4,HORIZONTAL NEOGEO,Sunsoft,Yes,Yes,Maybe
arcade,Scramble Spirits,1988,galaxyr,2,8 way,none,2,HORIZONTAL,SEGA,No,No,Yes
arcade,Scud Race Plus Twin/DX,1997,galmedes,1,8 way,pedal / paddle,2,VERTICAL,Visco,No,Yes,Maybe
arcade,Sea Fighter Poseidon,1984,galpani2,2,8 way,none,3,VERTICAL,Kaneko,Yes,Yes,Maybe
arcade,Sea Wolf,1976,galpans2,1,8 way,positional,1,HORIZONTAL,Kaneko,No,No,Yes
arcade,Section Z,1985,gametngk,2,8 way,none,5,VERTICAL,Jaleco,No,Yes,Maybe
arcade,Sega Ninja,1985,garyoret,2,8 way,none,2,HORIZONTAL,Data East,Yes,Yes,Maybe
arcade,Sega Rally 2,1998,gatedoom,1,8 way,pedal / paddle,2,HORIZONTAL,Data East,No,Yes,Maybe
arcade,Sega Rally Championship: Twin/DX,1995,gauntlet,1,8 way,pedal / paddle,2,HORIZONTAL,Atari Games / Atari,No,Yes,Maybe
arcade,SegaSonic The Hedgehog,1992,gaunt2,3,8 way,trackball,2,HORIZONTAL,Atari Games / Atari,No,No,Yes
arcade,SegaSonic The Hedgehog,1992,gekiridn,3,8 way,trackball,4,VERTICAL,Taito,No,No,Yes
arcade,Seicross,1984,gemini,2,8 way,none,2,VERTICAL,Tecmo,No,No,Yes
arcade,Sel Feena,1991,genix,2,8 way,none,3,HORIZONTAL,NIX,No,No,Yes
arcade,Sengeki Striker,1997,genpeitd,2,8 way,none,2,HORIZONTAL,Namco,No,No,Yes
arcade,Sengoku,1991,ghostlop,2,8 way,none,4,HORIZONTAL NEOGEO,Data East,No,No,Yes
arcade,Sengoku 2,1993,gigandes,2,8 way,none,2,HORIZONTAL,East Technology,No,No,Yes
arcade,Sengoku 3,2001,yamagchi,2,8 way,none,2,VERTICAL,Kaneko / Taito,No,Yes,Maybe
arcade,Senjyo,1983,goalx3,2,8 way,none,4,HORIZONTAL NEOGEO,Visco,No,No,Yes
arcade,Sexy Parodius,1996,plegends,4,8 way,none,4,HORIZONTAL,Atlus,No,Yes,Maybe
arcade,Shackled,1986,gokuparo,2,8 way,none,3,HORIZONTAL,Konami,No,No,Yes
arcade,Shadow Dancer,1989,goldmedl,2,buttons only,none,3,HORIZONTAL,SNK,Yes,Yes,Maybe
arcade,Shadow Force,1993,gt99,2,trackball,none,2,HORIZONTAL,Incredible Technologies,Yes,Yes,Maybe
arcade,Shadowland,1987,gtg,2,8 way,none,1,HORIZONTAL,Strata/Incredible Technologies,No,No,Yes
arcade,Shienryu,1997,gtg2,4,trackball,none,2,HORIZONTAL,Strata/Incredible Technologies / Strata,No,No,Yes
arcade,Shikigami no Shiro,2001,gondo,4,8 way,none,2,VERTICAL,Data East,No,No,Yes
arcade,Shingen Samurai-Fighter,1988,gradius4,2,8 way,none,3,HORIZONTAL,Konami,No,No,Yes
arcade,"Shinobi (set 6, System 16A)",1987,f1gpstar,2,analog,none,2,HORIZONTAL,Jaleco,Yes,Yes,Maybe
arcade,Shock Troopers,1997,gratia,2,8 way,none,5,HORIZONTAL,Jaleco,No,Yes,Maybe
arcade,Shock Troopers: 2nd Squad,1998,gseeker,2,8 way,none,4,VERTICAL,Taito,Yes,Yes,Maybe
arcade,Shogun Warriors,1992,grindstm,2,8 way,none,2,VERTICAL,Toaplan,No,No,Yes
arcade,Shoot Out,1985,grobda,2,8 way,none,2,VERTICAL,Namco,No,No,Yes
arcade,Shoot the Bull,1985,grdforce,1,8 way,trackball,4,HORIZONTAL,Success,No,No,Yes
arcade,Shrike Avenger,1986,grdnstrm,1,8 way,stick,2,HORIZONTAL,Afega / Apples Industries license,No,No,Yes
arcade,Shuffleshot,1997,gulfstrm,2,8 way,trackball,2,VERTICAL,Dooyong,No,No,Yes
arcade,Shuuz,1990,gulfwar2,1,8 way,trackball,2,VERTICAL,Comad,No,No,Yes
arcade,Side Arms: Hyper Dyne,1986,gunfront,2,8 way,none,2,VERTICAL,Taito,Yes,Yes,Maybe
arcade,Side Pocket,1986,gunfight,2,8 way,none,1,HORIZONTAL,Dave Nutting Associates / Midway,Yes,Yes,Maybe
arcade,Silent Dragon,1992,gunmast,4,8 way,none,3,HORIZONTAL,Metro,No,Yes,Maybe
arcade,Silk Worm,1988,gururin,2,8 way,none,4,HORIZONTAL NEOGEO,Face,Yes,Yes,Maybe
arcade,Silver Millennium,1995,guzzler,2,4 way,none,1,VERTICAL,Tehkan / Tehkan Ltd.,No,No,Yes
arcade,"Simpsons Bowling, The",2000,hal21,4,8 way,trackball,2,VERTICAL,SNK,No,No,Yes
arcade,"Simpsons, The",1991,hachamfb,2,8 way,none,2,HORIZONTAL,bootleg,Yes,Yes,Maybe
arcade,"Simpsons, The",1991,hachoo,4,8 way,none,2,HORIZONTAL,Jaleco,No,No,Yes
arcade,Sindbad Mystery,1983,hamaway,2,8 way,none,3,VERTICAL,SEGA / Santos,No,No,Yes
arcade,Sinistar,1982,hangonjr,1,analog,stick,0,HORIZONTAL,SEGA,Yes,Yes,Maybe
arcade,Skull & Crossbones,1989,hangzo,2,8 way,none,3,HORIZONTAL,Hot-B,No,No,Yes
arcade,Skull Fang,1996,harddriv,4,analog,none,0,HORIZONTAL,Atari Games,No,No,Yes
arcade,Sky Adventure,1989,hdrivair,2,analog,none,6,HORIZONTAL,Atari Games,No,No,Yes
arcade,Sky Alert,1992,harddunk,2,8 way,none,4,HORIZONTAL,SEGA,No,No,Yes
arcade,Sky Army,1982,hardhat,2,4 way,none,1,HORIZONTAL,Exidy,No,No,Yes
arcade,Sky Fox,1987,hrdtimes,1,8 way,none,3,HORIZONTAL,Playmark,No,No,Yes
arcade,Sky Kid,1985,hedpanic,2,8 way,none,2,HORIZONTAL,ESD,No,No,Yes
arcade,Sky Kid Deluxe,1986,hvymetal,2,8 way,none,2,HORIZONTAL,SEGA,No,No,Yes
arcade,Sky Lancer,1983,hvysmsh,2,8 way,none,3,HORIZONTAL,Data East,No,No,Yes
arcade,Sky Robo,1989,hvyunit,2,8 way,none,2,HORIZONTAL,Kaneko / Taito,No,No,Yes
arcade,Sky Skipper,1981,hwchamp,2,analog,none,0,HORIZONTAL,SEGA,No,No,Yes
arcade,Sky Smasher,1990,helifire,2,8 way,none,1,VERTICAL,Nintendo,No,No,Yes
arcade,Sky Soldiers,1988,holo,2,8 way,none,2,HORIZONTAL,SEGA,No,No,Yes
arcade,Slap Fight,1986,hoops96,2,8 way,none,4,HORIZONTAL,Data East,Yes,Yes,Maybe
arcade,Slap Shot,1994,horizon,2,8 way,none,2,HORIZONTAL,Irem,No,No,Yes
arcade,Slip Stream,1995,hotrod,1,analog,pedal / paddle,0,HORIZONTAL,SEGA,No,No,Yes
arcade,Sly Spy,1989,hydra,2,analog,none,6,HORIZONTAL,Atari Games,Yes,Yes,Maybe
arcade,Smash T.V.,1990,hyprduel,2,8 way,none,3,HORIZONTAL,Technosoft,Yes,Yes,Maybe
arcade,Snacks'n Jaxson,1984,hyperpac,1,8 way,trackball,3,HORIZONTAL,SemiCom,No,No,Yes
arcade,Snake Pit,1984,imsorry,1,8 way,trackball,2,HORIZONTAL,Coreland / SEGA,No,No,Yes
arcade,Snow Bros. 2: With New Elves,1994,inferno,4,twin stick,none,1,HORIZONTAL,Williams,No,Yes,Maybe
arcade,Snow Bros.: Nick & Tom,1990,intrepid,2,8 way,none,1,VERTICAL,Nova Games Ltd.,Yes,Yes,Maybe
arcade,Soccer Brawl,1991,invrvnge,2,4 way,none,1,VERTICAL,Zenitone-Microsec Ltd.,No,No,Yes
arcade,Soccer Brawl,1991,ironfort,2,8 way,none,2,HORIZONTAL,Eolith,No,No,Yes
arcade,Sokonuke Taisen Game,1995,offroad,2,analog,none,1,HORIZONTAL,Leland Corporation / Leland Corp.,No,No,Yes
arcade,Sol Divide: The Sword Of Darkness,1997,jchan2,2,8 way,none,4,HORIZONTAL,Kaneko,No,Yes,Maybe
arcade,Solar Fox,1981,jchan,2,8 way,none,4,HORIZONTAL,Kaneko,No,No,Yes
arcade,Solar Quest,1981,jockeygp,1,8 way,none,4,HORIZONTAL NEOGEO,Sun Amusement / BrezzaSoft,No,No,Yes
arcade,Soldier Girl Amazon,1986,journey,2,4 way,none,1,VERTICAL,Bally Midway,No,No,Yes
arcade,Solitary Fighter,1991,jumpbug,2,8 way,none,1,VERTICAL,Hoei / Rock-Ola license,No,No,Yes
arcade,Solomon's Key,1986,jcross,2,8 way,none,2,VERTICAL,SNK,Yes,Yes,Maybe
arcade,Son Son,1984,jjack,2,4 way,none,2,VERTICAL,Universal,Yes,Yes,Maybe
arcade,Sonic Blast Man II Special Turbo,1997,jungleh,2,8 way,none,1,HORIZONTAL,Taito,No,No,Yes
arcade,Sonic Boom,1987,kabukiz,2,8 way,none,2,HORIZONTAL,Kaneko / Taito,No,No,Yes
arcade,Sorcer Striker,1993,kaiserkn,2,8 way,none,6,HORIZONTAL,Taito,No,Yes,Maybe
arcade,Soukyugurentai,1996,kamikcab,4,8 way,none,2,VERTICAL,Data East,No,No,Yes
arcade,Soul Calibur,1998,karatblz,2,8 way,none,4,HORIZONTAL,Video System Co. / Video System,No,Yes,Maybe
arcade,Soul Edge Ver. 2,1996,karatour,2,8 way,none,2,HORIZONTAL,Mitchell / Mitchell Corporation,No,No,Yes
arcade,Space Ace,1983,karianx,1,4 way,none,3,HORIZONTAL,Deniam,No,Yes,Maybe
arcade,Space Bomber,1998,karnovr,2,8 way,none,4,HORIZONTAL NEOGEO,Data East / SNK,No,No,Yes
arcade,Space Chaser,1979,kickman,2,analog,none,1,VERTICAL,Midway,No,No,Yes
arcade,Space Duel,1980,kidniki,2,8 way,none,2,HORIZONTAL,Irem,No,No,Yes
arcade,Space Dungeon,1981,horekid,2,4 way,none,2,VERTICAL,Nichibutsu,No,No,Yes
arcade,Space Firebird,1980,killbld,2,8 way,none,4,HORIZONTAL,IGS,No,No,Yes
arcade,Space Fury,1981,kof94,2,8 way,none,4,HORIZONTAL NEOGEO,SNK,No,No,Yes
arcade,Space Gun,1990,kof96,2,8 way,stick,4,HORIZONTAL NEOGEO,SNK,No,No,Yes
arcade,Space Harrier,1985,kof97,1,8 way,stick,4,HORIZONTAL NEOGEO,SNK,Yes,Yes,Maybe
arcade,Space Invaders,1978,kof2001,2,8 way,none,4,HORIZONTAL NEOGEO,Eolith / SNK,No,Yes,Maybe
arcade,Space Invaders '95: The Attack Of Lunar Loonies,1995,kof2003,4,8 way,dial,4,HORIZONTAL NEOGEO,SNK Playmore / SNK,No,No,Yes
arcade,Space Invaders DX,1994,kov3,4,8 way,none,4,HORIZONTAL,IGS / Huatong license,No,No,Yes
arcade,Space Invaders Part 2,1979,kovsh,2,8 way,none,4,HORIZONTAL,IGS,Yes,No,Maybe
arcade,Space Odyssey,1981,kbash,2,8 way,none,3,HORIZONTAL,Toaplan / Atari,No,No,Yes
arcade,Space Panic,1980,kbash2,2,8 way,none,3,HORIZONTAL,bootleg,No,No,Yes
arcade,Space Raider,1982,knckhead,2,8 way,none,3,HORIZONTAL,Namco,No,No,Yes
arcade,Space Wars,1977,pingpong,2,4 way,none,2,HORIZONTAL,Konami,No,No,Yes
arcade,Spatter,1984,strahl,2,8 way,none,2,HORIZONTAL,UPL,No,No,Yes
arcade,Special Criminal Investigation,1989,kroozr,1,analog,paddle,2,HORIZONTAL,Bally Midway,Yes,Yes,Maybe
arcade,Spectrum 2000,2000,krull,2,twin stick,none,0,VERTICAL,Gottlieb,No,No,Yes
arcade,Speed Racer,1995,kyros,1,8 way,pedal / paddle,2,VERTICAL,Alpha Denshi Co. / World Games Inc. license,No,No,Yes
arcade,"Speed Rumbler, The",1986,landmakr,2,8 way,none,4,HORIZONTAL,Taito,Yes,Yes,Maybe
arcade,Spelunker,1985,lsasquad,2,8 way,none,2,VERTICAL,Taito,No,No,Yes
arcade,Spelunker 2: 23 no Kagi,1986,lastblad,2,8 way,none,4,HORIZONTAL NEOGEO,SNK,Yes,Yes,Maybe
arcade,Spider-Man: The Videogame,1991,lastday,4,8 way,none,2,VERTICAL,Dooyong,Yes,Yes,Maybe
arcade,Spiders,1981,lasthope,2,8 way,none,4,HORIZONTAL NEOGEO,NG: DEV.TEAM / NG,No,No,Yes
arcade,Spin Master,1993,lastmisn,2,8 way,none,3,VERTICAL,Data East,No,Yes,Maybe
arcade,Spinal Breakers,1990,legend,2,8 way,none,2,HORIZONTAL,Kyugo / SEGA,No,No,Yes
arcade,Splat!,1982,legendoh,2,8 way,none,4,HORIZONTAL,Limenko,No,No,Yes
arcade,"Splatter House (World, new version",1988,silkroad,2,8 way,none,3,HORIZONTAL,Unico,Yes,Yes,Maybe
arcade,Sprint 1,1978,legendos,1,8 way,dial,4,HORIZONTAL NEOGEO,SNK / Wave,No,No,Yes
arcade,Sprint 2,1976,legion,2,8 way,dial,3,VERTICAL,Nichibutsu,No,No,Yes
arcade,Spy Hunter,1983,legionna,1,8 way,pedal / paddle,2,HORIZONTAL,TAD Corporation,Yes,Yes,Maybe
arcade,Spy Hunter 2,1987,crshrace,2,8 way,pedal / paddle,3,VERTICAL,Video System Co.,No,No,Yes
arcade,Squash,1992,le2,2,lightgun,none,3,HORIZONTAL,Konami,No,No,Yes
arcade,Stack Columns,1994,lethalth,2,8 way,none,2,VERTICAL,Irem,No,No,Yes
arcade,Stadium Cross,1992,liberator,2,trackball,pedal / paddle,2,HORIZONTAL,Atari,No,No,Yes
arcade,Stakes Winner,1995,liberatr,2,trackball,none,2,HORIZONTAL,Atari,No,No,Yes
arcade,Stakes Winner 2,1996,lockonph,2,8 way,none,2,HORIZONTAL,Philko,No,No,Yes
arcade,Star Castle,1980,lnc,1,4 way,none,1,VERTICAL,Data East,No,No,Yes
arcade,Star Force,1984,ldrun2,2,8 way,none,2,HORIZONTAL,Irem / licensed from Broderbund,No,No,Yes
