System,Name,Year,ROM Name,Players,Joystick Input,Other Input,Buttons,Vertical,Manufacturers,Player Legends 2,Retro Arcade 2 Elites,Other CoinOps
arcade,Gunbird,1994,term2,2,lightgun,none,2,HORIZONTAL,Midway,No,Yes,Maybe
arcade,Gunbird 2,1998,terracre,2,8 way,none,2,VERTICAL,Nichibutsu,No,Yes,Maybe
arcade,Gundhara,1995,terraf,2,8 way,none,3,HORIZONTAL,Nichibutsu / bootleg,No,Yes,Maybe
arcade,Gunforce: Battle Fire Engulfed Terror Island,1991,tgm2p,2,4 way,none,3,HORIZONTAL,Arika,Yes,Yes,Maybe
arcade,Gunlock,1993,tharrier,4,8 way,dial,3,VERTICAL,UPL,No,Yes,Maybe
arcade,Gururin,1994,theglad,2,8 way,none,4,HORIZONTAL,IGS,No,No,Yes
arcade,Guwange,1999,thndrbld,2,analog,none,2,HORIZONTAL,SEGA,Yes,Yes,Maybe
arcade,Guzzler,1983,thunderj,2,8 way,none,2,HORIZONTAL,Atari Games / Atari,No,No,Yes
arcade,Gyruss,1983,thundfox,2,8 way,none,3,HORIZONTAL,Taito,Yes,Yes,Maybe
arcade,HAL21,1985,tigerh,2,8 way,none,2,VERTICAL,Toaplan / Taito,No,No,Yes
arcade,Hacha Mecha Fighter,1991,tigeroad,2,8 way,none,2,HORIZONTAL,Capcom,No,No,Yes
arcade,Hachoo!,1989,timeplt,2,8 way,none,1,VERTICAL,Konami,No,No,Yes
arcade,Hammer Away,1991,timesold,2,twin stick,none,2,VERTICAL,Alpha Denshi Co. / SNK/Romstar license,No,No,Yes
arcade,Hammerin' Harry,1990,tmnt22pu,2,8 way,none,2,HORIZONTAL,Konami,Yes,Yes,Maybe
arcade,Hang-On,1985,tmnt2po,1,8 way,pedal / paddle,2,HORIZONTAL,Konami,Yes,No,Maybe
arcade,Hang-On Jr.,1985,tndrcade,1,8 way,pedal / paddle,2,VERTICAL,Seta / Taito,No,No,Yes
arcade,Hangzo,1992,tnk3,2,twin stick,none,2,VERTICAL,SNK,No,No,Yes
arcade,Hard Drivin',1988,tnzs,1,8 way,pedal / stick / paddle,2,HORIZONTAL,Taito,No,No,Yes
arcade,Hard Drivin's Airborne,1993,tokib,1,8 way,pedal / stick / paddle,2,HORIZONTAL,TAD Corporation / Tad Corporation,No,No,Yes
arcade,Hard Dunk,1994,tokio,6,8 way,none,2,VERTICAL,Taito / Romstar Incorporated,No,No,Yes
arcade,Hard Hat,1982,toobin,1,buttons only,none,5,VERTICAL,Atari Games / Atari,No,No,Yes
arcade,Hard Times,1994,tophuntr,2,8 way,none,4,HORIZONTAL NEOGEO,SNK,No,No,Yes
arcade,Haunted Castle,1988,totcarn,2,twin stick,none,0,HORIZONTAL,Midway,No,Yes,Maybe
arcade,Head Panic,2000,toutrun3,2,analog,none,2,HORIZONTAL,SEGA,No,No,Yes
arcade,Heated Barrel,1992,tp84,4,8 way,none,2,VERTICAL,Konami,No,No,Yes
arcade,Heavy Barrel,1987,trackfld,2,buttons only,positional,3,HORIZONTAL,Konami,Yes,Yes,Maybe
arcade,Heavy Metal,1985,trally,2,8 way,none,4,HORIZONTAL NEOGEO,Alpha Denshi Co.,No,No,Yes
arcade,Heavy Smash,1993,travrusa,2,4 way,none,2,VERTICAL,Irem,No,No,Yes
arcade,Heavy Unit,1988,troangel,2,4 way,none,2,HORIZONTAL,Irem,No,No,Yes
arcade,Heavyweight Champ,1987,trog,2,4 way,stick,1,HORIZONTAL,Midway,No,No,Yes
arcade,HeliFire,1980,trojan,2,8 way,none,2,HORIZONTAL,Capcom,No,No,Yes
arcade,Hellfire,1989,tron,2,8 way,none,1,VERTICAL,Bally Midway,No,No,Yes
arcade,Hippodrome,1989,truxton,2,8 way,none,2,VERTICAL,Toaplan / Taito,Yes,Yes,Maybe
arcade,Hit the Ice,1990,truxton2,4,8 way,none,3,VERTICAL,Toaplan,No,No,Yes
arcade,Holosseum,1992,turfmast,2,8 way,none,4,HORIZONTAL NEOGEO,Nazca / Nazca Corporation,No,No,Yes
arcade,Hook,1992,tutankhm,4,4 way,none,2,VERTICAL,Konami,No,No,Yes
arcade,Hoops '96,1996,twincobr,4,8 way,none,2,VERTICAL,Toaplan / Taito,No,No,Yes
arcade,Horizon,1985,twineag2,2,8 way,none,3,VERTICAL,Seta,No,No,Yes
arcade,Hot Chase,1988,twineagl,1,8 way,pedal / paddle,2,VERTICAL,Seta / Taito,No,Yes,Maybe
arcade,Hot Rod,1988,twocrude,4,8 way,pedal / dial,3,HORIZONTAL,Data East,No,No,Yes
arcade,Hotdog Storm,1996,uccops,2,8 way,none,2,HORIZONTAL,Irem,No,No,Yes
arcade,Hydra,1990,umk3,1,8 way,pedal / stick,6,HORIZONTAL,Midway,No,No,Yes
arcade,Hyper Duel,1993,unsquad,2,8 way,none,3,HORIZONTAL,Capcom,No,No,Yes
arcade,Hyper Pacman,1995,upndown,2,8 way,none,1,VERTICAL,SEGA,No,No,Yes
arcade,Hyper Sports,1984,vanguard,4,8 way,only_buttons,4,VERTICAL,SNK,Yes,Yes,Maybe
arcade,Hyper Street Fighter 2: The Anniversary Edition,2004,vaportrau,2,8 way,none,2,VERTICAL,Data East,Yes,Yes,Maybe
arcade,I'm Sorry,1985,varth,2,8 way,none,3,VERTICAL,Capcom,No,No,Yes
arcade,"I, Robot",1983,vasara,1,8 way,stick,3,VERTICAL,Visco,No,Yes,Maybe
arcade,Ibara Kuro Black Label,2006,vasara2,2,8 way,none,3,VERTICAL,Visco,Yes,Yes,Maybe
arcade,Ikari 3: The Rescue,1989,vendetta2pw,2,8 way,positional,2,HORIZONTAL,Konami,Yes,Yes,Maybe
arcade,Ikari Warriors,1986,victroad,2,8 way,positional,2,VERTICAL,SNK,Yes,Yes,Maybe
arcade,Image Fight,1988,viewpoin,2,8 way,none,4,HORIZONTAL NEOGEO,Sammy / Aicom,No,No,Yes
arcade,In The Hunt,1993,vigilanto,2,8 way,none,2,HORIZONTAL,Irem / Data East,Yes,Yes,Maybe
arcade,Indiana Jones & the Temple of Doom,1985,vimana,1,8 way,none,2,VERTICAL,Toaplan,Yes,Yes,Maybe
arcade,Inferno,1984,vindictr,2,8 way,none,4,HORIZONTAL,Atari Games,No,No,Yes
arcade,Insector X,1989,viostorm,2,8 way,none,3,HORIZONTAL,Konami,No,No,Yes
arcade,Intrepid,1983,viprp1,2,8 way,none,3,VERTICAL,Seibu Kaihatsu,No,No,Yes
arcade,Invader's Revenge,1980,vr,2,analog,none,6,HORIZONTAL,SEGA,No,No,Yes
arcade,Iron Fortress,1998,vsav,2,8 way,none,6,HORIZONTAL,Capcom,No,No,Yes
arcade,Iron Horse,1986,vsav2,2,8 way,none,6,HORIZONTAL,Capcom,Yes,Yes,Maybe
arcade,Ironman Ivan Stewart's Super Off-Road,1989,vulgus,3,8 way,pedal / dial,2,VERTICAL,Capcom,No,No,Yes
arcade,Ironman Ivan Stewart's Super Off-Road Track-Pak,1989,wakuwak7,3,8 way,pedal / dial,4,HORIZONTAL NEOGEO,Sunsoft / SNK,Yes,Yes,Maybe
arcade,"Irritating Maze, The",1997,wardner,2,8 way,only_buttons / trackball,2,HORIZONTAL,Toaplan / Taito,No,No,Yes
arcade,J. J. Squawkers,1993,warlords,2,analog,none,1,HORIZONTAL,Atari,No,No,Yes
arcade,Jackal,1986,waterski,2,4 way,none,2,VERTICAL,Taito,Yes,Yes,Maybe
arcade,Jackie Chan in Fists of Fire,1995,wb3,2,8 way,none,3,HORIZONTAL,SEGA / Westone,No,No,Yes
arcade,Jackie Chan: The Kung-Fu Master,1995,wbmlvcd,2,8 way,none,2,HORIZONTAL,bootleg / mpatou,No,No,Yes
arcade,Jail Break,1986,wboy,2,4 way,none,2,HORIZONTAL,Escape / SEGA,Yes,Yes,Maybe
arcade,JoJo no Kimyou na Bouken: Mirai e no Isan,1999,whp,2,8 way,none,4,HORIZONTAL NEOGEO,ADK / SNK,Yes,Yes,Maybe
arcade,JoJo's Venture,1998,wildfang,2,8 way,none,3,HORIZONTAL,Tecmo,No,No,Yes
arcade,Jockey Grand Prix,2001,willow,2,8 way,none,3,HORIZONTAL,Capcom / Lucasfilm Games,No,No,Yes
arcade,Joe & Mac Returns,1994,wizdfire,2,8 way,none,2,HORIZONTAL,Data East,No,Yes,Maybe
arcade,Journey,1983,wjammers,2,8 way,none,4,HORIZONTAL NEOGEO,Data East / SNK,No,No,Yes
arcade,Joust,1982,wof,2,8 way,none,2,HORIZONTAL,Capcom,Yes,Yes,Maybe
arcade,Joust 2: Survival of the Fittest,1986,wow,2,8 way,none,2,HORIZONTAL,Dave Nutting Associates / Midway,No,Yes,Maybe
arcade,Jr. Pac-Man,1983,wrally,2,8 way,none,2,HORIZONTAL,Gaelco,No,No,Yes
arcade,Judge Dredd,1993,wrally2,3,8 way,none,2,HORIZONTAL,Gaelco,No,No,Yes
arcade,Jump Bug,1981,wwfmania,2,8 way,none,5,HORIZONTAL,Midway,No,No,Yes
arcade,Jumping Cross,1984,wwfsstar,2,8 way,none,2,HORIZONTAL,Technos Japan / Technos Japan Corp.,No,No,Yes
arcade,Jumping Jack,1984,wwfwfest,2,8 way,none,2,HORIZONTAL,Technos Japan / Tecmo license,No,No,Yes
arcade,Jungle Hunt,1982,xenophob,2,8 way,none,3,HORIZONTAL,Bally Midway,No,No,Yes
arcade,Jungle King,1982,xevious,2,8 way,none,2,VERTICAL,Namco,Yes,Yes,Maybe
arcade,Juno First,1983,xexexj,2,8 way,none,2,HORIZONTAL,Konami,Yes,Yes,Maybe
arcade,Jurassic Park,1993,xmcota,2,8 way,stick,6,HORIZONTAL,Capcom,No,No,Yes
arcade,Kabuki-Z,1988,xmenu,2,8 way,none,3,HORIZONTAL,Konami,No,No,Yes
arcade,Kageki,1988,xmultipl,2,8 way,none,4,HORIZONTAL,Irem,Yes,Yes,Maybe
arcade,Kaiser Knuckle,1994,xmvsf,2,8 way,dial,6,HORIZONTAL,Capcom,No,No,Yes
arcade,Kamikaze Cabbie,1984,xsleena,2,8 way,none,2,HORIZONTAL,Technos Japan / Taito,No,No,Yes
arcade,Kangaroo,1982,yiear,2,8 way,none,3,HORIZONTAL,Konami,Yes,Yes,Maybe
arcade,Karate Blazers,1991,zaxxon,4,8 way,none,1,VERTICAL,SEGA,No,No,Yes
arcade,Karate Champ,1984,zookeep,2,4 way,none,1,HORIZONTAL,Taito,Yes,Yes,Maybe
arcade,Karate Champ,1984,After Burner Climax,2,analog,none,4,HORIZONTAL,,No,No,Yes
arcade,"Karate Tournament, The",1992,dayto2pe,2,analog,none,4,HORIZONTAL,,No,No,Yes
arcade,Karian Cross,1996,Dragons Lair,2,analog,none,1,HORIZONTAL,,No,No,Yes
arcade,Karnov,1987,Mario Kart Arcade GP,2,analog,none,4,HORIZONTAL,,Yes,Yes,Maybe
arcade,Karnov's Revenge,1994,Mario Kart Arcade GP 2,2,analog,none,4,HORIZONTAL,,No,No,Yes
arcade,Ketsui: Kizuna Jigoku Tachi,2002,OutRun 2006,2,analog,none,4,HORIZONTAL,,Yes,Yes,Maybe
arcade,KiKi KaiKai,1986,scudp,2,analog,none,4,HORIZONTAL,,No,No,Yes
arcade,Kick & Run,1986,Space Ace,4,analog,none,1,HORIZONTAL,,Yes,Yes,Maybe
arcade,Kicker,1985,srally2,2,analog,none,4,HORIZONTAL,,Yes,Yes,Maybe
arcade,Kickman,1981,Ultra Street Fighter IV,1,8 way,dial,6,HORIZONTAL,,No,No,Yes
arcade,Kid Niki: Radical Ninja,1986,starforc,2,8 way,none,1,VERTICAL,Tehkan,No,No,Yes
arcade,Kid no Hore Hore Daisakusen,1987,Paradroid,2,8 way,none,1,CONSOLE,,No,No,Yes
arcade,Killer Instinct,1994,Uridium,2,8 way,none,1,CONSOLE,,Yes,Yes,Maybe
arcade,Killer Instinct 2,1996,gnw_dkjr,2,4 way,none,6,CONSOLE,,Yes,Yes,Maybe
arcade,"Killing Blade, The",1998,gnw_dkong,4,4 way,none,6,CONSOLE,,No,No,Yes
arcade,King of Boxer,1985,gnw_dkong2,2,4 way,none,6,CONSOLE,,No,No,Yes
arcade,"King of Dragons, The",1991,gnw_fire,3,4 way,none,6,CONSOLE,,Yes,Yes,Maybe
arcade,"King of Fighters '94, The",1994,gnw_ghouse,2,4 way,none,6,CONSOLE,,No,No,Yes
arcade,"King of Fighters '95, The",1995,gnw_mickdon,2,4 way,none,6,CONSOLE,,No,Yes,Maybe
arcade,"King of Fighters '96, The",1996,gnw_octopus,2,4 way,none,6,CONSOLE,,No,No,Yes
arcade,"King of Fighters '97, The",1997,gnw_opanic,2,4 way,none,6,CONSOLE,,No,No,Yes
arcade,"King of Fighters '98, The: The Slugfest",1998,gnw_pchute,2,4 way,none,6,CONSOLE,,Yes,Yes,Maybe
arcade,"King of Fighters '99, The: Millennium Battle",1999,gnw_popeye,2,4 way,none,6,CONSOLE,,No,Yes,Maybe
arcade,"King of Fighters 2000, The",2000,gnw_stennis,2,4 way,none,6,CONSOLE,,No,Yes,Maybe
arcade,"King of Fighters 2001, The",2001,gnw_tbridge,2,4 way,none,6,CONSOLE,,No,Yes,Maybe
arcade,"King of Fighters 2002, The",2002,International Karate Plus,2,8 way,none,6,CONSOLE,,Yes,Yes,Maybe
arcade,"King of Fighters 2003, The",2003,Comix Zone,2,8 way,none,6,CONSOLE,,No,Yes,Maybe
arcade,King of the Monsters,1991,Earthworm Jim,2,8 way,none,6,CONSOLE,,No,No,Yes
arcade,King of the Monsters 2: The Next Thing,1992,ECCO the Dolphin,2,8 way,none,6,CONSOLE,,No,Yes,Maybe
arcade,Kingdom Grandprix,1994,Rocket Knight Adventures,2,8 way,none,6,CONSOLE,,No,Yes,Maybe
arcade,Kizuna Encounter: Super Tag Battle,1996,Sonic CD,2,8 way,none,6,CONSOLE,,No,Yes,Maybe
arcade,Klax,1989,Streets of Rage III,2,8 way,none,6,CONSOLE,,No,Yes,Maybe
arcade,Knights of Valour,1999,Xenocrisis,4,8 way,none,6,CONSOLE,,Yes,Yes,Maybe
arcade,Knights of Valour 2,2000,Castlevania - Symphony of the Night,4,8 way,none,6,CONSOLE,,Yes,Yes,Maybe
arcade,Knights of Valour 3,2011,Pilotwings,4,8 way,none,6,CONSOLE,,No,No,Yes
arcade,Knights of Valour Super Heroes,1999,AladdinMD,4,8 way,none,6,CONSOLE,,No,No,Yes
arcade,Knights of the Round,1991,Castlevania Bloodlines,3,8 way,none,6,CONSOLE,,Yes,Yes,Maybe
arcade,Knuckle Bash,1993,Contra Hard Corps,2,8 way,none,6,CONSOLE,,No,No,Yes
arcade,Knuckle Bash 2,1999,Ecco The Tides of Time,2,8 way,none,6,CONSOLE,,No,No,Yes
arcade,Knuckle Heads,1992,Gunstar Heroes,4,8 way,none,6,CONSOLE,,No,No,Yes
arcade,Knuckle Joe,1985,Revenge of Shinobi,2,8 way,none,6,CONSOLE,,Yes,Yes,Maybe
arcade,Konami's Ping-Pong,1985,Shinobi III,2,8 way,none,6,CONSOLE,,No,No,Yes
arcade,Koutetsu Yousai Strahl,1992,Sonic The Hedgehog I,2,8 way,none,6,CONSOLE,,No,No,Yes
arcade,Kozmik Kroozr,1982,Sonic The Hedgehog II,1,8 way,stick / dial,6,CONSOLE,,No,No,Yes
arcade,Krull,1983,Sonic The Hedgehog III,1,8 way,none,6,CONSOLE,,No,No,Yes
arcade,Kung-Fu Master,1984,Streets Of Rage I,2,8 way,none,6,CONSOLE,,Yes,Yes,Maybe
arcade,Kuri Kinton,1988,Streets Of Rage II,2,8 way,none,6,CONSOLE,,Yes,Yes,Maybe
arcade,Kyros,1987,Aladdin,2,8 way,none,6,CONSOLE,,No,No,Yes
arcade,Lady Bug,1981,Axelay,2,8 way,none,6,CONSOLE,,Yes,Yes,Maybe
arcade,Land Maker,1998,Contra III,4,8 way,dial,6,CONSOLE,,No,No,Yes
arcade,Land Sea Air Squad,1986,Demons Crest,2,8 way,none,6,CONSOLE,,No,No,Yes
arcade,Laser Ghost (World),1990,Donkey Kong Country I,3,8 way,lightgun,6,CONSOLE,,No,No,Yes
arcade,"Last Blade 2, The",1998,Donkey Kong Country II,2,8 way,none,6,CONSOLE,,Yes,Yes,Maybe
arcade,"Last Blade, The",1997,F Zero,2,8 way,none,6,CONSOLE,,No,Yes,Maybe
arcade,"Last Day, The",1990,Final Fight II,2,8 way,none,6,CONSOLE,,No,No,Yes
arcade,Last Duel,1988,Final Fight III,2,8 way,none,6,CONSOLE,,Yes,Yes,Maybe
arcade,Last Hope,2005,Legend of Zelda Link to the Past,2,8 way,none,6,CONSOLE,,No,No,Yes
arcade,Last Mission,1986,Mega Man X1,2,8 way,none,6,CONSOLE,,No,No,Yes
arcade,Last Resort,1992,Mega Man X2,2,8 way,none,6,CONSOLE,,No,No,Yes
arcade,League Bowling,1990,Ninja Warriors,2,8 way,none,6,CONSOLE,,No,No,Yes
arcade,Legend,1986,Pocky Rocky I,2,8 way,none,6,CONSOLE,,No,No,Yes
arcade,Legend of Hero Tonma,1989,Pocky Rocky II,2,8 way,none,6,CONSOLE,,Yes,Yes,Maybe
arcade,Legend of Heroes,2000,R-Type III,4,8 way,none,6,CONSOLE,,No,No,Yes
arcade,"Legend of Kage, The",1984,Super Castlevania IV,2,8 way,none,6,CONSOLE,,Yes,Yes,Maybe
arcade,"Legend of Silkroad, The",1999,Super Ghouls n Ghosts,2,8 way,none,6,CONSOLE,,No,No,Yes
arcade,Legend of Success Joe,1991,Super Mario All Stars,2,8 way,none,6,CONSOLE,,No,No,Yes
arcade,Legendary Wings,1986,Super Mario Kart,2,8 way,none,6,CONSOLE,,Yes,Yes,Maybe
arcade,Legion: Spinner-87,1987,Super Mario World 1,2,8 way,none,6,CONSOLE,,No,No,Yes
arcade,Legionnaire,1992,Super Mario World 2,2,8 way,none,6,CONSOLE,,No,No,Yes
arcade,Lemmings,1991,Super Metroid,2,8 way,trackball,6,CONSOLE,,No,No,Yes
arcade,Lethal Crash Race,1993,Super Punch-Out!!,3,8 way,none,6,CONSOLE,,No,No,Yes
arcade,Lethal Enforcers,1992,Super Star Wars II,2,8 way,lightgun,6,CONSOLE,,No,Yes,Maybe
arcade,Lethal Enforcers 2: Gun Fighters,1994,Super Star Wars III,4,8 way,lightgun,6,CONSOLE,,No,No,Yes
arcade,Lethal Thunder,1991,Super Star Wars,2,8 way,none,6,CONSOLE,,No,No,Yes
arcade,Liberator,1982,Wild Guns,2,8 way,only_buttons / trackball,6,CONSOLE,,No,No,Yes
arcade,Liberator,1982,Zombies Ate My Neighbors,2,8 way,only_buttons / trackball,6,CONSOLE,,No,No,Yes
arcade,Light Bringer,1993,Border Down,4,analog,dial,6,CONSOLE,,No,No,Yes
arcade,Lightning Fighters,1990,Capcom vs SNK 2,2,8 way,none,6,CONSOLE,,No,Yes,Maybe
arcade,Lightning Swords,1991,Crazy Taxi,2,analog,none,6,CONSOLE,,No,No,Yes
arcade,Line of Fire,1989,doom2,2,analog,lightgun,2,CONSOLE,,No,No,Yes
arcade,Liquid Kids,1990,F-Zero GX,2,analog,none,6,CONSOLE,,No,No,Yes
arcade,Lock On,1991,F-Zero X,2,analog,none,6,CONSOLE,,No,No,Yes
arcade,Lock'n'Chase,1981,Ikaruga,2,analog,none,6,CONSOLE,,No,No,Yes
arcade,Lode Runner,1984,Legend Of Zelda The Wind Waker,2,analog,none,6,CONSOLE,,No,No,Yes
arcade,Lode Runner 2: The Bungeling Strikes Back,1984,Mario Kart 64,2,analog,none,6,CONSOLE,,No,No,Yes
arcade,Lode Runner 3: The Golden Labyrinth,1985,Mario Kart Double Dash,2,analog,none,6,CONSOLE,,No,No,Yes
arcade,Lode Runner 4: Teikoku Karano Dasshutsu,1986,Marvel vs Capcom 2,2,8 way,none,6,CONSOLE,,No,No,Yes
arcade,Lode Runner: The Dig Fight,2000,Road Rash (1994)(Electronic Arts)(Eu)[CDD4431],4,analog,none,3,CONSOLE,,Yes,Yes,Maybe
arcade,"Lost Castle In Darkmist, The",1986,Soul Calibur,2,analog,none,6,CONSOLE,,No,No,Yes
arcade,Lost Tomb,1982,Star Fox 64,1,analog,none,6,CONSOLE,,No,No,Yes
arcade,"Lost World, The",1997,Super Mario 64,2,analog,lightgun,6,CONSOLE,,No,No,Yes
arcade,Lucky & Wild,1992,Super Mario Sunshine,2,analog,pedal / lightgun / paddle,6,CONSOLE,,No,No,Yes
arcade,Lunar Lander,1979,Ultimate Ghosts N Goblins,1,8 way,pedal,4,CONSOLE,,Yes,No,Maybe
arcade,Lunar Rescue,1979,Under Defeat,2,analog,none,6,CONSOLE,,Yes,Yes,Maybe
arcade,Lupin 3,1980,Zero Gunner 2,2,analog,none,6,CONSOLE,,No,No,Yes
arcade,M.I.A.: Missing in Action,1989,10yard,2,8 way,none,2,HORIZONTAL,Irem,Yes,Yes,Maybe
arcade,"MVP (set 2, US)",1989,64street,2,8 way,none,2,HORIZONTAL,Jaleco / C.P. Brain,No,No,Yes
arcade,MX5000,1987,abcop,2,analog,none,1,HORIZONTAL,SEGA,No,No,Yes
arcade,Mace: The Dark Age,1996,acedrvrw,2,analog,none,4,HORIZONTAL,Namco,No,No,Yes
arcade,Macross Plus,1996,afighter,2,8 way,none,3,VERTICAL,SEGA,No,No,Yes
arcade,Mad Gear,1989,agallet,2,8 way,none,3,VERTICAL,Gazelle / Banpresto license,Yes,Yes,Maybe
arcade,Mad Motor,1989,alien3,2,lightgun,none,2,HORIZONTAL,SEGA,No,No,Yes
arcade,Mad Planets,1983,arabian,1,8 way,dial,1,VERTICAL,Sun Electronics / Atari,No,No,Yes
arcade,Mad Shark,1993,area51,2,lightgun,none,1,HORIZONTAL,Atari Games,No,No,Yes
arcade,Mag Max,1985,ashura,2,8 way,none,2,VERTICAL,Taito / Visco,Yes,Yes,Maybe
arcade,Magic Sword: Heroic Fantasy,1990,batmanfr,2,8 way,none,3,HORIZONTAL,Acclaim,Yes,Yes,Maybe
arcade,Magical Cat Adventure,1993,bbusters,2,lightgun,none,2,HORIZONTAL,SNK,No,No,Yes
arcade,Magical Crystals,1991,bigkarnk,2,8 way,none,2,HORIZONTAL,Gaelco,No,No,Yes
arcade,Magical Drop 2,1996,bioatack,2,8 way,none,1,VERTICAL,Taito / Fox Video Games license,No,No,Yes
arcade,Magical Drop 3,1997,biomtoy,2,8 way,none,2,HORIZONTAL,Gaelco / Zeus,No,No,Yes
arcade,Magician Lord,1990,blkheart,2,8 way,none,2,HORIZONTAL,UPL,No,Yes,Maybe
arcade,"Main Event, The",1988,bloodstm,4,8 way,none,5,HORIZONTAL,Strata/Incredible Technologies,No,No,Yes
arcade,Major Havoc,1983,blstroid,2,analog,only_buttons / dial,4,HORIZONTAL,Atari Games / Atari,Yes,Yes,Maybe
arcade,Major Title,1990,bonkadv,2,8 way,none,4,HORIZONTAL,Kaneko / Red Company,No,No,Yes
arcade,Major Title 2,1992,bouldash,4,4 way,none,2,HORIZONTAL,Data East / licensed from First Star,No,Yes,Maybe
arcade,Make Trax,1981,brvblade,2,8 way,none,3,VERTICAL,Eighting / Raizing,No,No,Yes
arcade,Mania Challenge,1986,carnevil,2,lightgun,none,2,HORIZONTAL,Midway Games,No,No,Yes
arcade,Mappy,1983,carnival,2,4 way,none,1,VERTICAL,SEGA,Yes,Yes,Maybe
arcade,Marble Madness,1984,cheyenne,2,lightgun,trackball,1,HORIZONTAL,Exidy,Yes,Yes,Maybe
arcade,Marble Madness 2,1991,chiller,2,lightgun,none,1,HORIZONTAL,Exidy,Yes,Yes,Maybe
arcade,Marchen Maze,1988,chimerab,2,8 way,none,2,HORIZONTAL,Jaleco,No,No,Yes
arcade,Mario Bros.,1983,chopper,2,8 way,none,2,VERTICAL,SNK,Yes,Yes,Maybe
arcade,Mario Kart Arcade GP,2005,cischeat,unknown,analog,unknown,4,HORIZONTAL,Jaleco,No,Yes,Maybe
arcade,Mario Kart Arcade GP 2,2007,contcirc,unknown,analog,unknown,3,HORIZONTAL,Taito,No,Yes,Maybe
arcade,Mars Matrix: Hyper Solid Shooting,2000,cosmogng,2,8 way,none,3,VERTICAL,Namco,Yes,Yes,Maybe
arcade,Martial Champion,1993,crimfght,4,8 way,none,3,HORIZONTAL,Konami,No,No,Yes
arcade,Martial Masters,2001,crossbow,4,lightgun,none,1,HORIZONTAL,Exidy,No,Yes,Maybe
arcade,Marvel Land,1989,crusnwld,2,analog,none,8,HORIZONTAL,Midway,No,No,Yes
arcade,Marvel Super Heroes,1995,darius,2,8 way,none,2,HORIZONTAL,Taito,Yes,Yes,Maybe
arcade,Marvel Super Heroes Vs. Street Fighter,1997,darius2,2,8 way,none,2,HORIZONTAL,Taito,Yes,Yes,Maybe
arcade,Marvel Super Heroes Vs. Street Fighter,1997,dariusg,2,8 way,none,4,HORIZONTAL,Taito,No,No,Yes
arcade,Marvel Vs. Capcom 2: New Age of Heroes,2000,demonwld,2,8 way,none,3,HORIZONTAL,Toaplan,No,Yes,Maybe
arcade,Marvel Vs. Capcom: Clash of Super Heroes,1998,digdug2,2,4 way,none,2,VERTICAL,Namco / Thunder Mountain,Yes,Yes,Maybe
arcade,Marvel Vs. Capcom: Clash of Super Heroes,1998,doubledr,2,8 way,none,4,HORIZONTAL NEOGEO,Technos Japan,No,No,Yes
arcade,Marvin's Maze,1983,dragngun,2,lightgun,none,2,HORIZONTAL,Data East,No,No,Yes
arcade,Masked Riders Club Battle Race,1993,driftout,2,8 way,none,2,VERTICAL,Visco,No,No,Yes
arcade,Master of Weapon,1989,eightman,2,8 way,none,4,HORIZONTAL NEOGEO,SNK / Pallas,No,No,Yes
arcade,Mat Mania,1985,eyes,2,4 way,none,1,VERTICAL,Techstar / Rock-Ola license,No,No,Yes
arcade,Matrimelee,2002,fantasyu,2,8 way,none,0,VERTICAL,SNK / Rock-Ola license,No,Yes,Maybe
arcade,Maze of Flott,1989,fhawk,2,8 way,none,2,VERTICAL,Taito,No,No,Yes
arcade,Mazinger Z,1994,fireshrk,2,8 way,none,2,VERTICAL,Toaplan,No,Yes,Maybe
arcade,Mechanized Attack,1989,fsoccer,2,8 way,lightgun,2,HORIZONTAL,SNK,Yes,No,Maybe
arcade,Medal Mahjong Moukari Bancho,2007,gaiapols,2,8 way,none,3,VERTICAL,Konami,No,No,Yes
arcade,Mega Blast,1989,gaxeduel,2,8 way,none,6,HORIZONTAL,SEGA,No,No,Yes
arcade,Mega Man 2: The Power Fighters,1996,gdarius,2,8 way,none,3,HORIZONTAL,Taito,No,Yes,Maybe
arcade,Mega Man: The Power Battle,1995,gloc,2,analog,none,3,HORIZONTAL,SEGA,No,No,Yes
arcade,Mega Twins,1990,gprider,2,analog,none,2,HORIZONTAL,SEGA,No,Yes,Maybe
arcade,Mega Zone,1983,gravitar,2,4 way,none,3,HORIZONTAL,Atari,No,No,Yes
arcade,Meikyu Jima,1988,grdians,2,8 way,none,3,HORIZONTAL,Winkysoft / Banpresto license,No,No,Yes
arcade,Mercs,1990,groundfx,3,analog,none,3,HORIZONTAL,Taito,Yes,Yes,Maybe
arcade,Mermaid,1982,guardian,2,8 way,none,5,HORIZONTAL,Atari Games,No,No,Yes
arcade,Metal Black,1991,gunnail,2,8 way,none,2,VERTICAL,NMK / Tecmo,No,No,Yes
arcade,Metal Clash,1985,heatbrl,2,8 way,none,2,HORIZONTAL,TAD Corporation,No,No,Yes
arcade,Metal Hawk,1988,hellfire,2,8 way,stick,2,HORIZONTAL,Toaplan / Taito,No,No,Yes
arcade,Metal Saver,1994,hitice,2,8 way,none,3,HORIZONTAL,Taito / Williams license,No,No,Yes
arcade,Metal Slug 2 Turbo (NGM-9410),2015,invaders,2,4 way,none,1,VERTICAL,Taito / Midway,No,Yes,Maybe
