System,Description,Year,ROM Name,Players,ctrlType,Other Input,Buttons,Vertical,Manufacturers,Player Legends 2,Retro Arcade 2 Elites,Other CoinOps
arcade,Gunbird 1,1988,gunbird,2,8 way,only_buttons / trackball,3,VERTICAL,Psikyo,No,No,Yes
arcade,Gunbird 2,1997,gunbird2,2,8 way,none,3,VERTICAL,Psikyo,No,Yes,Maybe
arcade,Gundhara,1991,gundhara,4,8 way,none,3,VERTICAL,Banpresto,Yes,Yes,Maybe
arcade,Gun Force 2,1991,gunforc2,4,8 way,none,2,HORIZONTAL,Irem,Yes,Yes,Maybe
arcade,Gun Force 1 : Battle Fire Engulfed Terror Island,1987,gunforce,2,8 way,none,2,HORIZONTAL,Irem,No,Yes,Maybe
arcade,Gunlock,1999,gunlock,2,8 way,none,4,VERTICAL,Taito,No,Yes,Maybe
arcade,Gun Smoke,1998,gunsmoke,2,8 way,lightgun,3,VERTICAL,Capcom,No,No,Yes
arcade,Guwange,1980,guwange,1,8 way,none,3,VERTICAL,Cave / Atlus license,No,No,Yes
arcade,Guerrilla War,1990,gwarb,2,twin stick,none,2,VERTICAL,bootleg / SNK,Yes,Yes,Maybe
arcade,Gyruss,1991,gyruss,2,4 way,none,1,VERTICAL,Konami,Yes,Yes,Maybe
arcade,Hang-On,1980,hangon,1,analog,trackball,0,HORIZONTAL,SEGA,Yes,Yes,Maybe
arcade,Heavy Barrel,1989,hbarrel,2,twin stick,trackball,2,VERTICAL,Data East,No,No,Yes
arcade,Haunted Castle,1983,hcastle,2,4 way,none,2,HORIZONTAL,Konami,No,No,Yes
arcade,Hammerin' Harry,1983,hharry,2,8 way,none,4,HORIZONTAL,Irem,No,No,Yes
arcade,Pirate Ship Higemaru,1983,higemaru,2,4 way,none,1,HORIZONTAL,Capcom,No,No,Yes
arcade,Hippodrome,1989,hippodrm,2,8 way,none,2,HORIZONTAL,Data East,No,No,Yes
arcade,Hook,1986,hook,2,8 way,pedal / dial,2,HORIZONTAL,Irem,Yes,Yes,Maybe
arcade,Hot Chase,1985,hotchase,2,analog,none,2,HORIZONTAL,Konami,No,No,Yes
arcade,Hotdog Storm,1999,hotdogst,2,8 way,none,3,VERTICAL,Marble / Ace International license,No,No,Yes
arcade,Hyper Street Fighter 2: The Anniversary Edition,1995,hsf2,2,8 way,none,6,HORIZONTAL,Capcom,No,No,Yes
arcade,Hyper Sports,1994,hyperspt,1,buttons only,stick,3,HORIZONTAL,Konami / Centuri license,No,No,Yes
arcade,Ibara Kuro Black Label,1988,ibarablk,1,8 way,pedal / paddle / dial,4,VERTICAL,Cave / AMI license,Yes,Yes,Maybe
arcade,Ikari Warriors,1988,ikari,2,twin stick,none,2,VERTICAL,SNK,Yes,Yes,Maybe
arcade,Ikari Warriors 3: The Rescue,1988,ikari3,1,8 way,pedal / paddle,3,HORIZONTAL,SNK,No,No,Yes
arcade,Image Fight,1984,imgfight,1,8 way,lightgun,4,VERTICAL,Irem,No,No,Yes
arcade,Indiana Jones & the Temple of Doom,1984,indytemp,1,8 way,only_buttons,1,HORIZONTAL,Atari Games / Atari,No,No,Yes
arcade,Insector X,1986,insectx,1,8 way,lightgun,2,HORIZONTAL,Taito,No,No,Yes
arcade,In The Hunt,1993,inthunt,2,8 way,none,2,HORIZONTAL,Irem,No,No,Yes
arcade,Space Invaders Part 2,1988,invadpt2,2,4 way,none,1,VERTICAL,Taito,No,No,Yes
arcade,Iron Horse,1984,ironhors,2,4 way,none,3,HORIZONTAL,Konami,No,No,Yes
arcade,"Irritating Maze, The",1985,irrmaze,2,trackball,none,2,HORIZONTAL NEOGEO,SNK / Saurus,Yes,Yes,Maybe
arcade,Jackal,1988,jackal,2,8 way,none,2,VERTICAL,Konami,No,No,Yes
arcade,Jail Break,1988,jailbrek,2,8 way,none,2,HORIZONTAL,Konami,No,No,Yes
arcade,Judge Dredd,1996,jdreddp,2,8 way,none,4,HORIZONTAL,Midway,No,Yes,Maybe
arcade,Star Wars 3 : Return of the Jedi,1988,jedi,2,analog,none,3,HORIZONTAL,Atari,No,No,Yes
arcade,Joe & Mac Returns,1984,joemacr,2,8 way,none,3,HORIZONTAL,Data East,Yes,Yes,Maybe
arcade,JoJo 2 no Kimyou na Bouken: Mirai e no Isan,1990,jojoban,1,8 way,paddle,6,HORIZONTAL,Capcom,No,No,Yes
arcade,JoJo 1 Venture,1987,jojon,2,8 way,pedal / paddle,6,HORIZONTAL,Capcom,No,No,Yes
arcade,Joust 1,1985,joust,2,4 way,none,1,HORIZONTAL,Williams,Yes,Yes,Maybe
arcade,Joust 2: Survival of the Fittest,1986,joust2,2,4 way,none,2,VERTICAL,Williams,No,No,Yes
arcade,Jurassic Park,1990,jpark,2,lightgun,none,1,HORIZONTAL,SEGA,No,No,Yes
arcade,Jungle King,1983,junglek,1,8 way,none,1,HORIZONTAL,Taito,No,No,Yes
arcade,Juno First,1991,junofrst,2,8 way,none,3,VERTICAL,Konami,No,No,Yes
arcade,Far East of Eden: Kabuki Klash,1988,kabukikl,2,8 way,none,4,HORIZONTAL NEOGEO,Hudson / Red Company,No,Yes,Maybe
arcade,Kageki,1990,kageki,2,8 way,none,2,VERTICAL,Kaneko / Taito,No,No,Yes
arcade,Kangaroo,1990,kangaroo,2,8 way,none,1,VERTICAL,Sun Electronics / Sunsoft,No,No,Yes
arcade,Karnov,1988,karnov,2,8 way,none,3,HORIZONTAL,Data East,No,No,Yes
arcade,Karate Champ,1990,kchamp,3,twin stick,none,0,VERTICAL,Data East,No,No,Yes
arcade,Ketsui: Kizuna Jigoku Tachi,1985,ket,2,8 way,none,3,VERTICAL,Cave / AMI license,Yes,Yes,Maybe
arcade,Kicker,1981,kicker,2,4 way,none,2,VERTICAL,Konami,No,No,Yes
arcade,Kick & Run,1983,kicknrun,2,8 way,none,2,HORIZONTAL,Taito,Yes,Yes,Maybe
arcade,Meikyu Jima,1987,kikcubic,1,4 way,pedal / paddle / dial,2,HORIZONTAL,Irem,No,No,Yes
arcade,KiKi KaiKai,1987,kikikai,2,8 way,none,2,VERTICAL,Taito,Yes,Yes,Maybe
arcade,Kingdom Grandprix,1995,kingdmgp,2,8 way,pedal / paddle,3,VERTICAL,Raizing / Eighting,No,No,Yes
arcade,King of Boxer,1985,kingofb,2,8 way,none,3,VERTICAL,Woodplace Inc.,No,Yes,Maybe
arcade,Killer Instinct 1,1979,kinst,2,8 way,none,6,HORIZONTAL,Rare / Midway license,No,Yes,Maybe
arcade,Killer Instinct 2,1981,kinst2,2,8 way,none,6,HORIZONTAL,Rare / Midway license,No,No,Yes
arcade,Kizuna Encounter: Super Tag Battle,1991,kizuna,2,8 way,none,4,HORIZONTAL NEOGEO,SNK,No,No,Yes
arcade,Klax,1991,klax,2,4 way,none,1,HORIZONTAL,Atari Games / Atari,No,No,Yes
arcade,Knuckle Joe,1985,kncljoe,2,8 way,none,2,HORIZONTAL,Seibu Kaihatsu / Taito,No,Yes,Maybe
arcade,Knights of the Round,1991,knights,2,8 way,none,2,HORIZONTAL,Capcom,No,No,Yes
arcade,"King of Dragons, The",1997,kod,4,8 way,none,2,HORIZONTAL,Capcom,Yes,Yes,Maybe
arcade,"King of Fighters 2000, The",1998,kof2000,4,8 way,none,4,HORIZONTAL NEOGEO,SNK,No,No,Yes
arcade,"King of Fighters 2002, The",1988,kof2002,2,8 way,dial,4,HORIZONTAL NEOGEO,Eolith / Playmore,No,No,Yes
arcade,"King of Fighters 1995, The",1989,kof95,2,8 way,none,4,HORIZONTAL NEOGEO,SNK,No,Yes,Maybe
arcade,"King of Fighters 1998, The: The Slugfest",1984,kof98,1,8 way,dial,4,HORIZONTAL NEOGEO,SNK,No,No,Yes
arcade,"King of Fighters 1999, The: Millennium Battle",1980,kof99,2,8 way,none,4,HORIZONTAL NEOGEO,SNK,No,No,Yes
arcade,King of the Monsters 1,1980,kotm,2,8 way,none,4,HORIZONTAL NEOGEO,SNK,Yes,Yes,Maybe
arcade,King of the Monsters 2: The Next Thing,1988,kotm2,2,8 way,none,4,HORIZONTAL NEOGEO,SNK,No,No,Yes
arcade,Knights of Valour 1,1996,kov,1,8 way,unknown,4,HORIZONTAL,IGS,No,No,Yes
arcade,Knights of Valour 2,1981,kov2,2,8 way,none,4,HORIZONTAL,IGS,No,No,Yes
arcade,Kung-Fu Master,1999,kungfum,1,8 way,pedal / paddle,2,HORIZONTAL,Irem,No,Yes,Maybe
arcade,Kuri Kinton,1989,kurikint,2,8 way,none,2,HORIZONTAL,Taito,No,No,Yes
arcade,Lady Bug,1989,ladybug,2,4 way,none,0,VERTICAL,Universal,No,No,Yes
arcade,"Last Blade 2, The",1998,lastbld2,2,8 way,none,4,HORIZONTAL NEOGEO,SNK,No,No,Yes
arcade,Last Duel,1983,lastduel,1,8 way,lightgun,2,VERTICAL,Capcom,No,No,Yes
arcade,Lode Runner,1991,ldrun,2,8 way,none,2,HORIZONTAL,Irem / licensed from Broderbund,No,Yes,Maybe
arcade,Lemmings,1996,lemmings,2,trackball,none,2,HORIZONTAL,Data East,No,No,Yes
arcade,Lightning Fighters,1994,lgtnfght,1,8 way,pedal / paddle,3,VERTICAL,Konami,No,Yes,Maybe
arcade,Light Bringer,1996,lightbr,1,8 way,pedal / paddle,4,HORIZONTAL,Taito,No,No,Yes
arcade,"Legend of Kage, The",1981,lkage,2,8 way,none,2,HORIZONTAL,Taito,No,No,Yes
arcade,Lunar Lander,1983,llander,2,analog,trackball,3,HORIZONTAL,Atari,Yes,Yes,Maybe
arcade,Lode Runner: The Dig Fight,2001,loderndf,4,8 way,none,3,HORIZONTAL,Psikyo,No,No,Yes
arcade,Legend of Hero Tonma,1998,loht,2,8 way,none,4,HORIZONTAL,Irem,No,No,Yes
arcade,Lunar Rescue,1993,lrescue,2,4 way,none,1,VERTICAL,Taito,No,No,Yes
arcade,Legendary Wings,1994,lwings,2,8 way,stick,2,VERTICAL,Capcom,No,No,Yes
arcade,Mad Gear,1995,madgear,1,8 way,pedal / paddle,3,VERTICAL,Capcom,No,No,Yes
arcade,Magical Drop 3,1993,magdrop3,2,8 way,stick,4,HORIZONTAL NEOGEO,Data East,No,No,Yes
arcade,Magician Lord,1990,maglord,2,8 way,none,4,HORIZONTAL NEOGEO,Alpha Denshi Co. / ADK,Yes,Yes,Maybe
arcade,Mag Max,1989,magmax,2,8 way,none,1,HORIZONTAL,Nichibutsu,No,No,Yes
arcade,"Main Event, The",1995,mainevt,2,8 way,none,2,HORIZONTAL,Konami,No,Yes,Maybe
arcade,Major Title 2,1998,majtitl2,2,8 way,none,2,HORIZONTAL,Irem,Yes,Yes,Maybe
arcade,Mappy,1991,mappy,3,4 way,none,1,VERTICAL,Namco,No,No,Yes
arcade,Marble Madness,1989,marble,2,trackball,none,0,HORIZONTAL,Atari Games / Atari,Yes,Yes,Maybe
arcade,Mario Bros.,1993,mario,2,4 way,none,1,HORIZONTAL,Nintendo,No,Yes,Maybe
arcade,Martial Masters,1996,martmast,4,8 way,none,4,HORIZONTAL,IGS,No,No,Yes
arcade,Matrimelee,1989,matrim,2,8 way,none,4,HORIZONTAL NEOGEO,Noise Factory / Atlus,No,No,Yes
arcade,Mazinger Z,1998,mazinger,2,8 way,none,3,VERTICAL,Banpresto / Dynamic Pl. Toei Animation,No,No,Yes
arcade,Mechanized Attack,1991,mechatt,3,lightgun,pedal / dial,2,HORIZONTAL,SNK,No,No,Yes
arcade,Mega Man 2: The Power Fighters,1986,megaman2,2,8 way,none,3,HORIZONTAL,Capcom,No,No,Yes
arcade,Mercs,1994,mercs,4,8 way,dial,2,VERTICAL,Capcom,No,No,Yes
arcade,Metamorphic Force,1989,metamrph,2,8 way,none,3,HORIZONTAL,Konami,No,Yes,Maybe
arcade,Metro-Cross,1989,metrocrs,2,8 way,none,1,HORIZONTAL,Namco,No,No,Yes
arcade,Major Havoc,1992,mhavoc,2,4 way,none,2,HORIZONTAL,Atari,No,No,Yes
arcade,M.I.A.: Missing in Action,1990,mia,2,8 way,none,3,HORIZONTAL,Konami,Yes,Yes,Maybe
arcade,Midnight Resistance,1994,midres,2,twin stick,none,2,HORIZONTAL,Data East,Yes,Yes,Maybe
arcade,Mikie,1986,mikie,2,4 way,none,2,VERTICAL,Konami,No,No,Yes
arcade,Millipede,1994,milliped,1,trackball,pedal / paddle,1,VERTICAL,Atari,No,Yes,Maybe
arcade,Missile Command,1998,missile,1,trackball,pedal / paddle,3,HORIZONTAL,Atari,No,Yes,Maybe
arcade,Mortal Kombat 1,1988,mk,2,8 way,none,6,HORIZONTAL,Midway,Yes,Yes,Maybe
arcade,Mortal Kombat 2,1992,mk2,4,8 way,none,6,HORIZONTAL,Midway,No,Yes,Maybe
arcade,Mortal Kombat 3,2008,mk3,2,8 way,none,6,HORIZONTAL,Midway,Yes,Yes,Maybe
arcade,Mars Matrix: Hyper Solid Shooting,1987,mmatrix,2,8 way,none,1,HORIZONTAL,Takumi / Capcom,No,No,Yes
arcade,Muchi Muchi Pork!,1980,mmpork,1,8 way,none,4,VERTICAL,Cave / AMI license,Yes,Yes,Maybe
arcade,Monster Bash,1984,monsterb,4,4 way,dial,1,VERTICAL,SEGA,No,No,Yes
arcade,Wild West C.O.W.-Boys of Moo Mesa,1982,moomesa,2,8 way,none,2,HORIZONTAL,Konami,No,No,Yes
arcade,Moon Cresta,2002,mooncrst,4,4 way,none,1,VERTICAL,Nichibutsu,Yes,Yes,Maybe
arcade,Mighty! Pang,1990,mpang,2,8 way,none,1,HORIZONTAL,Mitchell / Capcom,No,No,Yes
arcade,Moon Patrol,1994,mpatrol,4,4 way,none,2,HORIZONTAL,Irem,No,No,Yes
arcade,Mr. Do!,1977,mrdo,1,4 way,none,1,VERTICAL,Universal,No,No,Yes
arcade,Mr. Driller,1991,mrdrillr,4,4 way,none,6,HORIZONTAL,Namco,No,Yes,Maybe
arcade,Marvel Super Heroes,1992,msh,3,8 way,none,6,HORIZONTAL,Capcom,Yes,Yes,Maybe
arcade,Marvel Super Heroes vs Street Fighter,1995,mshvsf,2,8 way,none,6,HORIZONTAL,Capcom,No,No,Yes
arcade,Metal Slug 1: Super Vehicle-001,1977,mslug,1,8 way,paddle,4,HORIZONTAL NEOGEO,Nazca / Nazca Corporation,No,No,Yes
arcade,Metal Slug 2 Turbo (NGM-9410),1988,mslug2t,2,8 way,none,4,HORIZONTAL NEOGEO,hack / trap15,Yes,Yes,Maybe
arcade,Metal Slug 3,1987,mslug3,2,8 way,none,4,HORIZONTAL NEOGEO,SNK,No,Yes,Maybe
arcade,Metal Slug 4,1996,mslug4,4,8 way,none,4,HORIZONTAL NEOGEO,Mega / Noise Factory,No,No,Yes
arcade,Metal Slug 5,1982,mslug5,2,8 way,none,4,HORIZONTAL NEOGEO,SNK Playmore / SNK,Yes,Yes,Maybe
arcade,Metal Slug 2 X: Super Vehicle-001,1985,mslugx,2,8 way,none,4,HORIZONTAL NEOGEO,SNK,No,No,Yes
arcade,Ms. Pac-Man,2000,mspacman,2,4 way,none,0,VERTICAL,Midway / General Computer Corporation,Yes,Yes,Maybe
arcade,Magic Sword: Heroic Fantasy,1992,msword,2,8 way,none,3,HORIZONTAL,Capcom,No,No,Yes
arcade,Mega Twins,1995,mtwins,1,8 way,pedal / paddle,3,HORIZONTAL,Capcom,No,No,Yes
arcade,Mushihime 1 -Sama,1989,mushisam,1,8 way,pedal / paddle,4,VERTICAL,Cave / AMI license,No,No,Yes
arcade,US AAF Mustang,1983,mustang,1,8 way,trackball / dial,2,HORIZONTAL,UPL,No,No,Yes
arcade,Mutation Nation,1984,mutnat,2,8 way,none,4,HORIZONTAL NEOGEO,SNK,No,No,Yes
arcade,Marvel vs Capcom 1 : Clash of Super Heroes,1997,mvsc,2,8 way,none,6,HORIZONTAL,Capcom,Yes,Yes,Maybe
arcade,Michael Jackson's Moonwalker (World),2001,mwalk,4,8 way,none,3,HORIZONTAL,SEGA,No,Yes,Maybe
arcade,My Hero,2008,myhero,2,8 way,none,2,HORIZONTAL,Coreland / SEGA,Yes,Yes,Maybe
arcade,Mystic Riders,2002,mysticri,2,8 way,none,2,HORIZONTAL,Irem,Yes,Yes,Maybe
arcade,Mystic Warriors,2008,mystwarr,2,8 way,none,3,HORIZONTAL,Konami,Yes,Yes,Maybe
arcade,NAM-1975,1992,nam1975,2,8 way,none,4,HORIZONTAL NEOGEO,SNK,No,No,Yes
arcade,Narc,2003,narc,2,8 way,none,4,HORIZONTAL,Williams,No,Yes,Maybe
arcade,Naughty Boy,1982,naughtyb,2,4 way,none,1,VERTICAL,Jaleco,No,No,Yes
arcade,NBA 3 Hangtime,1977,nbahangt,2,8 way,none,3,HORIZONTAL,Midway,No,No,Yes
arcade,NBA 1 Jam,1989,nbajam,2,8 way,none,3,HORIZONTAL,Midway,No,No,Yes
arcade,NBA 2 Jam TE,1995,nbajamte,2,8 way,none,3,HORIZONTAL,Midway,No,Yes,Maybe
arcade,NBA 4 Maximum Hangtime,1981,nbamht,2,8 way,none,3,HORIZONTAL,Midway,Yes,Yes,Maybe
arcade,Ninja Baseball Bat Man,2006,nbbatman,2,8 way,none,2,HORIZONTAL,Irem,No,Yes,Maybe
arcade,Ninja Combat,2006,ncombat,2,8 way,none,4,HORIZONTAL NEOGEO,Alpha Denshi Co. / SNK,No,Yes,Maybe
arcade,Ninja Commando,1983,ncommand,2,8 way,none,4,HORIZONTAL NEOGEO,Alpha Denshi Co. / ADK,Yes,Yes,Maybe
arcade,Nebulas Ray,1982,nebulray,2,8 way,none,3,VERTICAL,Namco,Yes,Yes,Maybe
arcade,Nemo,2013,nemo,2,8 way,none,3,HORIZONTAL,Capcom,No,No,Yes
arcade,Neo Drift Out: New Technology,1991,neodrift,1,8 way,paddle,4,HORIZONTAL NEOGEO,Visco / SNK,No,No,Yes
arcade,"Ninja Kids, The",1987,ninjak,2,8 way,none,2,HORIZONTAL,Taito,Yes,Yes,Maybe
arcade,Ninja-Kid 2,1995,ninjakd2,2,8 way,none,2,HORIZONTAL,UPL,No,No,Yes
arcade,Ninja Master's: Haoh-ninpo-cho,1988,ninjamas,2,8 way,none,4,HORIZONTAL NEOGEO,ADK / SNK,Yes,Yes,Maybe
arcade,Nightmare in the Dark,1990,nitd,3,8 way,none,4,HORIZONTAL NEOGEO,Eleven / Gavaking,No,No,Yes
arcade,Nitro Ball,1986,nitrobal,2,8 way,none,2,VERTICAL,Data East,No,No,Yes
arcade,Rally X 2,1989,nrallyx,2,4 way,none,1,HORIZONTAL,Namco,No,No,Yes
arcade,Night Slashers,1993,nslashers,2,8 way,none,3,HORIZONTAL,Data East,No,No,Yes
arcade,Ninja Spirit,1989,nspirit,2,8 way,positional,4,HORIZONTAL,Irem,No,No,Yes
arcade,Night Warriors: Darkstalkers' Revenge,1983,nwarr,2,8 way,none,6,HORIZONTAL,Capcom,No,No,Yes
arcade,Zero Team,1987,nzeroteam,2,8 way,none,3,HORIZONTAL,Seibu Kaihatsu,No,No,Yes
arcade,Ironman Ivan Stewart's Super Off-Road Track-Pak,1993,offroadt,2,analog,none,1,HORIZONTAL,Leland Corporation,No,No,Yes
arcade,Open Ice Challenge,1994,openice,2,8 way,none,3,HORIZONTAL,Midway,No,No,Yes
arcade,Operation Wolf 1,1994,opwolf,2,lightgun,none,2,HORIZONTAL,Taito,No,No,Yes
arcade,Out Runners,2000,orunners,2,analog,none,5,HORIZONTAL,SEGA,Yes,Yes,Maybe
arcade,Osman,1992,osman,2,8 way,none,3,HORIZONTAL,Mitchell,No,No,Yes
arcade,Operation Wolf 2 : Operation Thunderbolt,1989,othunder,2,lightgun,none,2,HORIZONTAL,Taito,Yes,Yes,Maybe
arcade,Out Run,1984,outrun,2,analog,none,1,HORIZONTAL,SEGA,No,No,Yes
arcade,Out Zone,1993,outzone,2,8 way,lightgun,3,VERTICAL,Toaplan,No,No,Yes
arcade,P-47 1 : The Phantom Fighter,1994,p47,2,8 way,none,2,HORIZONTAL,Jaleco,No,No,Yes
arcade,P-47 2 Aces,1990,p47aces,2,8 way,none,5,HORIZONTAL,Jaleco,No,No,Yes
arcade,Pac-Land,1987,pacland,2,4 way,none,3,HORIZONTAL,Namco,No,No,Yes
arcade,Pac-Man,1989,pacman,2,4 way,none,0,VERTICAL,Namco / Midway license,No,No,Yes
arcade,Pac-Mania,1983,pacmania,1,8 way,none,3,VERTICAL,Namco,No,Yes,Maybe
arcade,Pang,1995,pang,2,4 way,none,2,HORIZONTAL,Mitchell,No,No,Yes
arcade,Paperboy,1994,paperboy,4,analog,none,2,HORIZONTAL,Atari Games / Atari,No,No,Yes
arcade,Parodius DA!,2000,parodius,2,8 way,none,3,HORIZONTAL,Konami,No,No,Yes
arcade,Puzzle Bobble 1,1991,pbobble,2,8 way,dial,3,HORIZONTAL,Taito,No,No,Yes
arcade,Puzzle Bobble 2,1994,pbobble2,2,8 way,none,4,HORIZONTAL,Taito,No,No,Yes
arcade,Puzzle Bobble 3,1993,pbobble3,4,8 way,dial,4,HORIZONTAL,Taito,No,No,Yes
arcade,Puzzle Bobble 4,1996,pbobble4,4,8 way,none,4,HORIZONTAL,Taito,Yes,Yes,Maybe
arcade,Power Drift,1993,pdrift,4,analog,none,1,HORIZONTAL,SEGA,Yes,Yes,Maybe
arcade,Pengo,1987,pengo,4,4 way,trackball,1,VERTICAL,SEGA,No,No,Yes
arcade,Peter Pack Rat,1989,peterpak,1,8 way,none,2,HORIZONTAL,Atari Games,No,No,Yes
arcade,Phoenix,1993,phoenix,2,4 way,none,2,VERTICAL,Amstar / Centuri,No,Yes,Maybe
arcade,Pink Sweets: Ibara Sorekara,1989,pinkswts,2,8 way,none,4,VERTICAL,Cave / AMI license,Yes,Yes,Maybe
arcade,Pirates,1988,pirates,2,8 way,none,3,HORIZONTAL,NIX,No,No,Yes
arcade,Pitfall 2,1989,pitfall2,2,8 way,none,2,HORIZONTAL,SEGA,Yes,Yes,Maybe
arcade,Pit Fighter,1989,pitfight,2,8 way,none,3,HORIZONTAL,Atari Games / Atari,Yes,Yes,Maybe
arcade,Pleiads,1991,pleiads,2,4 way,none,1,VERTICAL,Tehkan / Tehkan Ltd.,No,No,Yes
arcade,Pole Position 2,1998,polepos2,2,analog,none,1,HORIZONTAL,Namco,Yes,Yes,Maybe
arcade,Pooyan,1994,pooyan,2,4 way,trackball,1,VERTICAL,Konami / bootleg,No,No,Yes
arcade,Popeye,1993,popeye,2,4 way,dial,1,HORIZONTAL,Nintendo,Yes,Yes,Maybe
arcade,Pound for Pound,1998,poundfor,2,trackball,none,2,VERTICAL,Irem,No,No,Yes
arcade,P.O.W.: Prisoners of War,1984,pow,2,8 way,none,3,HORIZONTAL,SNK,No,No,Yes
arcade,Prehistoric Isle 1 in 1930,1994,prehisle,2,8 way,none,3,HORIZONTAL,SNK,No,No,Yes
arcade,Prehistoric Isle 2,1991,preisle2,2,8 way,none,4,HORIZONTAL NEOGEO,Yumekobo / Saurus,No,No,Yes
arcade,Primal Rage,1983,primrage,2,8 way,none,4,HORIZONTAL,Atari Games,Yes,Yes,Maybe
arcade,Progear,1994,progear,4,8 way,dial,3,HORIZONTAL,Cave / Capcom,Yes,Yes,Maybe
arcade,Psychic 5,1986,psychic5,2,8 way,none,2,VERTICAL,Jaleco / NMK,Yes,Yes,Maybe
arcade,Psycho Soldier,1985,psychos,1,8 way,stick,2,HORIZONTAL,SNK,Yes,Yes,Maybe
arcade,Pulstar,1986,pulstar,1,8 way,pedal / stick,4,HORIZONTAL NEOGEO,Aicom / SNK,Yes,Yes,Maybe
arcade,Punch-Out!!,1988,punchout,1,4 way,none,3,VERTICAL,Nintendo,No,No,Yes
arcade,"Punisher, The",1984,punisher,2,8 way,none,2,HORIZONTAL,Capcom,No,No,Yes
arcade,Puzzli 2,1991,puzzli2,4,8 way,none,4,HORIZONTAL,IGS / Metro license,No,Yes,Maybe
arcade,Q*bert,1989,qbert,2,8 way,stick,0,VERTICAL,Gottlieb / D. Gottlieb & Co.,No,No,Yes
arcade,Qix,2003,qix,2,4 way,none,2,VERTICAL,Taito,Yes,Yes,Maybe
arcade,Quartet 2,2005,quartet2,2,8 way,none,3,HORIZONTAL,SEGA,Yes,Yes,Maybe
arcade,Rack 'em Up,1990,rackemup,2,8 way,none,2,VERTICAL,Konami,No,No,Yes
arcade,Rad Mobile,2001,radm,4,analog,none,2,HORIZONTAL,SEGA,No,No,Yes
arcade,Raiden 1,1985,raiden,2,8 way,none,2,VERTICAL,Seibu Kaihatsu / Fabtek,Yes,Yes,Maybe
arcade,Raiden 2 DX,1985,raidendx,2,8 way,none,3,VERTICAL,Seibu Kaihatsu,Yes,Yes,Maybe
arcade,Rally X,1983,rallyx,2,4 way,none,1,HORIZONTAL,Namco,Yes,Yes,Maybe
arcade,Rambo 3,1992,rambo3,2,trackball,none,2,HORIZONTAL,Taito,No,No,Yes
arcade,Rampage 1,1986,rampage,2,8 way,none,2,HORIZONTAL,Bally Midway / Barcrest / Red Gaming,Yes,Yes,Maybe
arcade,Rampart,1987,rampart2p,2,8 way,none,2,HORIZONTAL,Atari Games,No,No,Yes
arcade,Rastan Saga,1989,rastsaga,2,8 way,dial,2,HORIZONTAL,Taito,No,No,Yes
arcade,Rave Racer,1995,raveracw,2,8 way,none,4,HORIZONTAL,Namco,No,No,Yes
arcade,Real Bout Fatal Fury Special,1992,rbffspec,4,8 way,none,4,HORIZONTAL NEOGEO,SNK,No,No,Yes
arcade,Rainbow Islands,1987,rbisland,2,4 way,none,2,HORIZONTAL,Taito,No,No,Yes
arcade,Raiden Fighters 1,1982,rdft,2,8 way,none,3,VERTICAL,Seibu Kaihatsu / Tuning license,No,No,Yes
arcade,Raiden Fighters 2: Operation Hell Dive,1991,rdft2,1,8 way,stick,2,VERTICAL,Seibu Kaihatsu / Tuning license,No,No,Yes
arcade,Red Earth,1992,redearth,1,8 way,stick,6,HORIZONTAL,Capcom,No,No,Yes
arcade,Renegade,1993,renegade,1,8 way,pedal / paddle,3,HORIZONTAL,Technos Japan / Taito,No,No,Yes
arcade,Rezon,1991,rezon,2,8 way,pedal / paddle,3,HORIZONTAL,Allumer,No,No,Yes
arcade,Raiden Fighters 3 Jet,1993,rfjet,1,8 way,pedal / paddle,2,VERTICAL,Seibu Kaihatsu / Tuning license,No,No,Yes
arcade,Ridge Racer 2,1985,ridgera2,2,8 way,none,3,HORIZONTAL,Namco,No,No,Yes
arcade,Ridge Racer 1,1998,ridgerac,2,8 way,none,3,HORIZONTAL,Namco,No,No,Yes
arcade,Ring of Destruction: Slammasters 2,1994,ringdest,4,8 way,none,6,HORIZONTAL,Capcom,No,Yes,Maybe
arcade,Riot,1981,riot,2,8 way,none,3,HORIZONTAL,NMK,No,No,Yes
arcade,Rampage 2 : World Tour,null,rmpgwt,2,8 way,none,3,HORIZONTAL,Midway / Game Refuge Inc.,No,No,Yes
arcade,Road Blasters,1986,roadblst,2,analog,none,3,HORIZONTAL,Atari Games,No,Yes,Maybe
arcade,Road Fighter,1988,roadf,1,8 way,none,2,VERTICAL,Konami,No,No,Yes
arcade,Road Runner,1995,roadrunn,2,analog,none,2,HORIZONTAL,Atari Games,No,Yes,Maybe
arcade,Robo Army,1987,roboarmy,2,8 way,none,4,HORIZONTAL NEOGEO,SNK,No,No,Yes
arcade,Robocop 1,1992,robocop,2,8 way,none,2,HORIZONTAL,Data East,No,Yes,Maybe
arcade,Robocop 2,1995,robocop2,2,8 way,none,3,HORIZONTAL,Data East,No,No,Yes
arcade,Robotron: 2084,1993,robotron,2,twin stick,none,0,HORIZONTAL,Williams / Vid Kidz,No,Yes,Maybe
arcade,Roc'n Rope,1991,rocnrope,2,4 way,none,2,VERTICAL,Konami,No,No,Yes
arcade,Rod-Land,1998,rodland,2,8 way,none,2,HORIZONTAL,Jaleco,No,No,Yes
