System,Description,Year,ROM Name,Players,ctrlType,Other Input,Buttons,Vertical,Manufacturers,Player Legends 2,Retro Arcade 2 Elites,Other CoinOps
arcade,Taito Power Goal,1986,pwrgoal,2,8 way,none,4,HORIZONTAL,Taito,No,No,Yes
arcade,Tang Tang,1982,tangtang,2,8 way,none,2,HORIZONTAL,ESD,Yes,Yes,Maybe
arcade,Targ,1994,targ,2,4 way,none,1,HORIZONTAL,Exidy,No,No,Yes
arcade,Tecmo World Cup '90,1982,wc90,1,8 way,dial,2,HORIZONTAL,Tecmo,No,No,Yes
arcade,Tecmo World Soccer '96,2001,twsoc96,2,8 way,none,4,HORIZONTAL NEOGEO,Tecmo,No,Yes,Maybe
arcade,Teenage Mutant Ninja Turtles,1989,tmnt,2,8 way,none,2,HORIZONTAL,Konami,No,No,Yes
arcade,Teenage Mutant Ninja Turtles: Turtles in Time,1992,tmnt2,2,8 way,none,2,HORIZONTAL,Konami,No,No,Yes
arcade,Tempest Tubes,1996,temptube,2,analog,none,2,VERTICAL,hack / Duncan Brown,No,No,Yes
arcade,Tetris Plus,1995,tetrisp,2,8 way,lightgun,5,HORIZONTAL,Jaleco / BPS,No,No,Yes
arcade,Tetris Plus 2,1982,tetrisp2,2,8 way,none,3,HORIZONTAL,"Jaleco / Tetris Company, The",Yes,Yes,Maybe
arcade,Thief,2001,thief,2,4 way,none,0,HORIZONTAL,Pacific Novelty,No,No,Yes
arcade,"Three Stooges In Brides Is Brides, The",1984,3stooges,1,8 way,dial,1,HORIZONTAL,Mylstar,No,No,Yes
arcade,Thunder Ceptor,1982,tceptor,2,analog,none,4,HORIZONTAL,Namco,No,No,Yes
megadrive,Thunder Cross,1994,thunderx,1,8 way,unknown,2,HORIZONTAL,Konami,No,Yes,Maybe
megadrive,Thunder Cross 2,1994,thndrx2,2,8 way,unknown,2,HORIZONTAL,Konami,Yes,Yes,Maybe
megadrive,Thunder Dragon,1993,tdragon,1,8 way,unknown,2,VERTICAL,NMK / Tecmo license,No,Yes,Maybe
megadrive,Thunder Dragon 2,1990,tdragon2,1,8 way,unknown,3,VERTICAL,NMK,No,Yes,Maybe
megadrive,Thunder Force AC,1994,tfrceac,1,8 way,unknown,3,HORIZONTAL,Technosoft / SEGA,No,Yes,Maybe
megadrive,Thunder Heroes,1992,theroes,1,8 way,unknown,4,HORIZONTAL,Primetek Investments,Yes,Yes,Maybe
megadrive,Thunder Hoop,1993,thoop,2,8 way,unknown,2,HORIZONTAL,Gaelco,Yes,Yes,Maybe
megadrive,Thunder Zone,1993,thndzone,4,8 way,unknown,2,HORIZONTAL,Data East,No,Yes,Maybe
megadrive,Time Tunnel,1990,timetunl,1,4 way,unknown,1,HORIZONTAL,Taito,Yes,Yes,Maybe
megadrive,"Tin Star, The",1993,tinstar,1,twin stick,unknown,2,HORIZONTAL,Taito,No,Yes,Maybe
megadrive,Tinkle Pit,1993,tinklpit,1,8 way,unknown,3,HORIZONTAL,Namco,Yes,Yes,Maybe
megadrive,Title Fight,1993,titlef,1,twin stick,unknown,0,HORIZONTAL,SEGA,No,Yes,Maybe
megadrive,Toki,1991,toki,1,8 way,unknown,2,HORIZONTAL,TAD Corporation / Tad Corporation,Yes,Yes,Maybe
megadrive,Toki no Senshi: Chrono Soldier,1992,tokisens,2,8 way,unknown,2,VERTICAL,SEGA,Yes,Yes,Maybe
megadrive,Top Player's Golf,1994,tpgolf,2,8 way,unknown,4,HORIZONTAL NEOGEO,SNK,No,Yes,Maybe
megadrive,Top Ranking Stars (Ver 2.1O 1993/05/21),1991,trstar,2,8 way,unknown,4,HORIZONTAL,Taito,No,Yes,Maybe
megadrive,Top Speed,1992,topspeed,2,analog,unknown,4,HORIZONTAL,Taito,Yes,Yes,Maybe
megadrive,Toppy & Rappy,1997,toppyrap,2,8 way,unknown,3,HORIZONTAL,SemiCom,No,Yes,Maybe
megadrive,"Tough Turf (set 2, Japan)",1992,tturf,2,8 way,unknown,3,HORIZONTAL,SEGA / Sunsoft,No,Yes,Maybe
n64,Toukidenshou: Angel Eyes,1998,tkdensho,4,8 way,unknown,4,HORIZONTAL,Tecmo,No,Yes,Maybe
n64,"Tower of Druaga, The",1997,todruaga,4,4 way,unknown,1,VERTICAL,Namco,No,Yes,Maybe
n64,Transformer,1997,transfrm,4,8 way,unknown,2,HORIZONTAL,SEGA,No,Yes,Maybe
n64,Trick Trap,1996,tricktrp,1,8 way,unknown,2,VERTICAL,Konami,No,Yes,Maybe
psp,Tricky Doc,2006,trckydoc,1,8 way,unknown,2,HORIZONTAL,Tecfri,No,Yes,Maybe
psx,Trio The Punch: Never Forget Me...,1997,triothep,1,8 way,unknown,3,HORIZONTAL,Data East,No,Yes,Maybe
snes,Tube Panic,1992,tubep,1,8 way,unknown,1,HORIZONTAL,Nichibutsu / Fujitek,Yes,Yes,Maybe
snes,Turbo Force,1992,turbofrc,2,8 way,unknown,1,VERTICAL,Video System Co.,Yes,Yes,Maybe
snes,Turtle Ship,1994,turtship,1,8 way,unknown,3,HORIZONTAL,Philko / Sharp Image license,No,Yes,Maybe
snes,Turtles,1993,turtles,1,4 way,unknown,1,VERTICAL,Konami / Stern Electronics license,Yes,Yes,Maybe
snes,Twin Action,1994,twinactn,2,8 way,unknown,2,HORIZONTAL,Afega,Yes,Yes,Maybe
snes,Twin Bee Yahhoo!,1995,tbyahhoo,2,8 way,unknown,3,HORIZONTAL,Konami,Yes,Yes,Maybe
snes,Twin Cobra 2,1992,tcobra2,1,8 way,unknown,4,VERTICAL,Taito,Yes,Yes,Maybe
snes,Twin Falcons,1993,twinfalc,2,8 way,unknown,2,HORIZONTAL,Philko / Poara Enterprises license,Yes,Yes,Maybe
snes,Twin Hawk,1995,twinhawk,2,8 way,unknown,2,VERTICAL,Taito,No,Yes,Maybe
snes,Twin Qix,1995,twinqix,4,8 way,unknown,4,HORIZONTAL,Taito,No,Yes,Maybe
snes,TwinBee,1992,twinbee,1,8 way,unknown,2,VERTICAL,Konami,Yes,Yes,Maybe
snes,Twinkle,1994,twinkle,1,8 way,unknown,3,HORIZONTAL,SemiCom / Tirano,Yes,Yes,Maybe
snes,Twinkle Star Sprites,1995,twinspri,1,8 way,unknown,4,HORIZONTAL NEOGEO,ADK / SNK,No,Yes,Maybe
snes,U.N. Defense Force: Earth Joker,1996,earthjkr,1,8 way,unknown,2,VERTICAL,Visco,Yes,Yes,Maybe
snes,U.S. Championship V'ball,1994,vball,1,8 way,unknown,2,HORIZONTAL,Technos Japan / SPS,Yes,Yes,Maybe
snes,Ufo Robo Dangar,1993,dangar,2,8 way,unknown,3,VERTICAL,Nichibutsu,Yes,Yes,Maybe
snes,"Ultimate 11, The: The SNK Football Championship",1994,ssideki4,2,8 way,unknown,4,HORIZONTAL NEOGEO,SNK,No,Yes,Maybe
snes,Ultra Toukon Densetsu,1993,utoukond,2,8 way,unknown,3,HORIZONTAL,Banpresto / Tsuburaya Productions,No,Yes,Maybe
snes,Ultraman,1994,ultraman,2,8 way,unknown,3,HORIZONTAL,Banpresto / Bandai,No,Yes,Maybe
snes,Ultraman Club: Tatakae! Ultraman Kyoudai!!,1994,umanclub,2,8 way,unknown,2,HORIZONTAL,Banpresto / Tsuburaya Productions,Yes,Yes,Maybe
snes,Under Defeat (Japan),1991,undefeat,1,8 way,unknown,6,VERTICAL,G.Rev,Yes,Yes,Maybe
snes,UniWar S,1991,uniwars,1,4 way,unknown,1,VERTICAL,Irem,Yes,Yes,Maybe
snes,Valkyrie no Densetsu,1993,valkyrie,2,8 way,unknown,3,VERTICAL,Namco,Yes,Yes,Maybe
snes,Valtric,1992,valtric,2,8 way,unknown,2,VERTICAL,NMK / Jaleco license,No,Yes,Maybe
snes,Vamf x1/2,1991,vamphalf,2,8 way,unknown,4,HORIZONTAL,Danbi / F2 System,Yes,Yes,Maybe
snes,Vandyke,1995,vandyke,1,8 way,unknown,2,VERTICAL,UPL,Yes,Yes,Maybe
snes,Vanguard 2,1994,vangrd2,1,8 way,unknown,2,VERTICAL,SNK,Yes,Yes,Maybe
snes,Vastar,1994,vastar,1,8 way,unknown,2,VERTICAL,Orca / Sesame Japan license,Yes,Yes,Maybe
snes,Vendetta,1992,vendetta,1,8 way,unknown,2,HORIZONTAL,Konami,Yes,Yes,Maybe
snes,Vindicators Part 2,1994,vindctr2,1,8 way,unknown,4,HORIZONTAL,Atari Games,Yes,Yes,Maybe
snes,Violence Fight,1993,viofight,1,8 way,unknown,3,HORIZONTAL,Taito,Yes,Yes,Maybe
snes,Virtua Cop,1995,vcop,2,lightgun,unknown,1,HORIZONTAL,SEGA,Yes,Yes,Maybe
snes,Volfied,1993,volfied,2,8 way,unknown,1,VERTICAL,Taito,Yes,Yes,Maybe
,Voltage Fighter: Gowcaizer,,gowcaizr,4,8 way,,,HORIZONTAL NEOGEO,Technos Japan,,,
,Vs. Atari R.B.I. Baseball,,rbibb,2,8 way,,,HORIZONTAL,Namco,,,
,Vs. Dr. Mario,,drmario,2,8 way,,,HORIZONTAL,Nintendo,,,
,Vs. Duck Hunt,,duckhunt,1,lightgun,,,HORIZONTAL,Nintendo,,,
,Vs. Excitebike,,excitebk,2,8 way,,,HORIZONTAL,Nintendo,,,
,Vs. Hogan's Alley,,hogalley,1,lightgun,,,HORIZONTAL,Nintendo,,,
,Vs. Ice Climber,,iceclimb,2,8 way,,,HORIZONTAL,Nintendo,,,
,Vs. Super Mario Bros.,,suprmrio,2,8 way,,,HORIZONTAL,Nintendo,,,
,Vs. T.K.O. Boxing,,tkoboxng,2,8 way,,,HORIZONTAL,Namco / Data East,,,
,Vs. The Goonies,,goonies,2,8 way,,,HORIZONTAL,Konami,,,
,War Gods,,wargods,6,8 way,,,HORIZONTAL,Midway,,,
,War of the Worlds,,wotw,2,4 way,,,HORIZONTAL,Cinematronics,,,
,Warp & Warp,,warpwarp,1,4 way,,,VERTICAL,Namco,,,
,Warrior,,warrior,1,8 way,,,HORIZONTAL,Vectorbeam,,,
,Wayne Gretzky's 3D Hockey,,wg3dh,4,8 way,,,HORIZONTAL,Atari Games,,,
,Welltris,,welltris,2,8 way,,,HORIZONTAL,Video System Co.,,,
,Whizz,,whizz,2,8 way,,,HORIZONTAL,Philko,,,
,Wild Western,,wwestern,2,twin stick,,,VERTICAL,Taito,,,
,Wing Force,,wingforc,2,8 way,,,VERTICAL,A.I / Atlus license,,,
,Wing War,,wingwar,7,analog,,,HORIZONTAL,SEGA,,,
,Wiz,,wiz,2,8 way,,,VERTICAL,Seibu Kaihatsu,,,
,Wonder Momo,,wndrmomo,2,4 way,,,HORIZONTAL,Namco,,,
,Wonder Planet,,wndrplnt,2,8 way,,,VERTICAL,Data East,,,
,World Heroes 2,,wh2,4,8 way,,,HORIZONTAL NEOGEO,ADK / SNK,,,
,World Heroes 2 Jet,,wh2j,4,8 way,,,HORIZONTAL NEOGEO,ADK / SNK,,,
,World Wars,,worldwar,2,8 way,,,VERTICAL,SNK,,,
,"Wrestle War (set 3, World)",,wrestwar,3,8 way,,,VERTICAL,SEGA,,,
,Wyvern F-0,,wyvernf0,3,8 way,,,VERTICAL,Taito,,,
,X-Men,,xmen,3,8 way,,,HORIZONTAL,Konami,,,
,XII Stag,,xiistag,3,8 way,,,VERTICAL,Triangle Service,,,
,Xexex,,xexex,2,8 way,,,HORIZONTAL,Konami,,,
,Youjyuden,,youjyudn,2,8 way,,,VERTICAL,Irem,,,
,Zed Blade,,zedblade,4,8 way,,,HORIZONTAL NEOGEO,NMK / Saurus,,,
,Zektor,,zektor,2,analog,,,HORIZONTAL,SEGA,,,
,Zero Gunner 2,,zerogu2,6,8 way,,,HORIZONTAL,Psikyo,,,
,Zing Zing Zip,,zingzip,2,8 way,,,VERTICAL,Allumer / Tecmo,,,
,Zintrick,,zintrckb,4,8 way,,,HORIZONTAL,bootleg,,,
,Zupapa!,,zupapa,4,8 way,,,HORIZONTAL NEOGEO,SNK,,,
,Zwackery,,zwackery,4,8 way,,,HORIZONTAL,Bally Midway,,,
,Zzyzzyxx,,zzyzzyxx,1,4 way,,,VERTICAL,Cinematronics / Advanced Microcomputer Systems,,,
