System,ROM Name,Description,ISVERTICAL,FW Reborn,LEGENDS,FW Atarashii,INSERT COIN,FOCUS,FW Atarashii Gems,FW Atarashii Mini,FW Atarashii Micro,Vertical,Year,numberPlayers,ctrlType,Buttons,Simple Manufacturer,Joystick Input,Other Input,Manufacturers
arcade,ssf2t,Super Street Fighter 2 Turbo,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1994,2,8 way,6,Capcom,joy8way,,Capcom
arcade,ssf2xj,Super Street Fighter 2 X: Grand Master Challenge,x,,x,x,x,,,,,HORIZONTAL,1994,2,8 way,6,Capcom,joy8way,,Capcom
arcade,ssideki3,Super Sidekicks 3: The Next Glory,,x,x,x,,,,,,HORIZONTAL NEOGEO,1995,2,8 way,4,Neo Geo,joy8way,,SNK
arcade,ssprint,Super Sprint,x,x,x,x,x,x,x,x,,HORIZONTAL,1986,3,analog,0,Atari,,pedal / dial,Atari Games / Atari
arcade,ssridersabd,Sunset Riders,x,x,x,x,x,x,x,x,x,HORIZONTAL,1991,2,8 way,2,Konami,joy8way,,Konami
arcade,sstriker,Sorcer Striker,x,x,x,x,x,,,,,VERTICAL,1993,2,8 way,3,Raizing,joy8way,,Raizing
arcade,stargate,Stargate,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1981,1,4 way,6,Williams,joyvertical2way,,Williams / Vid Kidz
arcade,starwars,Star Wars 1,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1983,1,analog,4,Atari,,stick,Atari / Midway
arcade,stmblade,Storm Blade,x,x,x,x,x,x,x,x,x,VERTICAL,1996,2,8 way,3,Other,joy8way,,Visco
arcade,streetsm,Street Smart,x,x,x,x,x,,,,,HORIZONTAL,1989,2,8 way,3,SNK,joy8way,,SNK
arcade,strider,Strider,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1989,2,8 way,3,Capcom,joy8way,,Capcom
arcade,strkforc,Strike Force,x,,x,x,x,,,,,HORIZONTAL,1991,2,8 way,3,Midway,joy8way,,Midway
arcade,stunrun,S.T.U.N. Runner,x,x,x,x,x,x,x,x,,HORIZONTAL,1989,1,analog,2,Atari,,stick,Atari Games / Atari
arcade,superman,Superman,,x,x,x,,,,,,HORIZONTAL,1988,2,8 way,2,Taito,joy8way,,Taito
arcade,superpac,Super Pac-Man,x,x,x,x,,,,,,VERTICAL,1982,2,4 way,1,Namco,joy4way,,Namco
arcade,svc,SNK vs. Capcom: SVC Chaos,,x,x,x,,,,,,HORIZONTAL NEOGEO,2003,2,8 way,4,Neo Geo,joy8way,,Playmore / Capcom
arcade,swimmer,Swimmer,,x,x,x,,,,,,HORIZONTAL,1982,2,8 way,1,Other,joy8way,,Tehkan
arcade,tapper,Tapper,x,x,x,x,x,x,x,x,,HORIZONTAL,1983,2,4 way,1,Midway,joy4way,,Bally Midway
arcade,teddybb,TeddyBoy Blues,,x,x,x,,,,,,HORIZONTAL,1985,2,8 way,2,SEGA,joy8way,,SEGA
arcade,tehkanwc,Tehkan World Cup,x,x,x,x,x,,,,,HORIZONTAL,1985,2,trackball,1,Other,joy8way,trackball,Tehkan
arcade,tekken,Tekken 1,x,,x,x,x,,,,,HORIZONTAL,1994,2,8 way,4,Namco,joy8way,,Namco
arcade,tekken2,Tekken 2 Ver.B,,x,x,x,,,,,,HORIZONTAL,1996,2,8 way,4,Namco,joy8way,,Namco
arcade,tekken3,Tekken 3,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1996,2,8 way,6,Namco,joy8way,,Namco
arcade,tektagt,Tekken Tag Tournament,x,x,x,x,x,x,x,x,,HORIZONTAL,1999,2,8 way,6,Namco,joy8way,,Namco
arcade,tempest,Tempest,x,x,x,x,x,x,x,x,x,VERTICAL,1980,2,analog,2,Atari,,dial,Atari
arcade,tengai,Tengai,x,x,x,x,x,,,,,HORIZONTAL,1996,2,8 way,3,Psikyo,joy8way,,Psikyo
arcade,term2,Terminator 2: Judgment Day,,x,x,x,,,,,,HORIZONTAL,1991,2,lightgun,2,Midway,,stick,Midway
arcade,terracre,Terra Cresta,x,x,x,x,,,,,,VERTICAL,1985,2,8 way,2,Other,joy8way,,Nichibutsu
arcade,terraf,Terra Force,,x,x,x,,,,,,HORIZONTAL,1987,2,8 way,3,Other,joy8way,,Nichibutsu / bootleg
arcade,tgm2p,Tetris The Absolute: The Grand Master 2 Plus,,x,x,x,,,,,,HORIZONTAL,2000,2,4 way,3,Other,joy4way,,Arika
arcade,tharrier,Task Force Harrier,x,x,x,x,,,,,,VERTICAL,1989,2,8 way,3,Other,joy8way,,UPL
arcade,theglad,"Gladiator, The",x,x,x,x,x,,,,,HORIZONTAL,2003,4,8 way,4,Other,joy8way,,IGS
arcade,thndrbld,Thunder Blade (upright),x,x,x,x,x,x,x,x,x,HORIZONTAL,1987,1,analog,2,SEGA,,stick,SEGA
arcade,thunderj,ThunderJaws,,,x,x,,,,,,HORIZONTAL,1990,2,8 way,2,Atari,joy8way,,Atari Games / Atari
arcade,thundfox,Thunder Fox,,x,x,x,,,,,,HORIZONTAL,1990,2,8 way,3,Taito,joy8way,,Taito
arcade,tigerh,Tiger-Heli,x,x,x,x,x,,,,,VERTICAL,1985,2,8 way,2,Toaplan,joy8way,,Toaplan / Taito
arcade,tigeroad,Tiger Road,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1987,2,8 way,2,Capcom,joy8way,,Capcom
arcade,timeplt,Time Pilot 1,x,x,x,x,x,x,MINI,x,x,VERTICAL,1982,2,8 way,1,Konami,joy8way,,Konami
arcade,timesold,Time Soldiers,x,x,x,x,x,x,x,x,,VERTICAL,1987,2,twin stick,2,SNK,joy8way,positional,Alpha Denshi Co. / SNK/Romstar license
arcade,tmnt22pu,Teenage Mutant Ninja Turtles 2 : Turtles in Time,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1991,2,8 way,2,Konami,joy8way,,Konami
arcade,tmnt2po,Teenage Mutant Ninja Turtles 1,x,x,x,x,x,x,x,x,x,HORIZONTAL,1989,2,8 way,2,Konami,joy8way,,Konami
arcade,tndrcade,Thundercade,x,x,x,x,x,,x,,,VERTICAL,1987,2,8 way,2,Taito,joy8way,,Seta / Taito
arcade,tnk3,T.N.K 3,x,x,x,x,x,,x,,,VERTICAL,1985,2,twin stick,2,SNK,joy8way,positional,SNK
arcade,tnzs,"New Zealand Story (World, new version), The",x,x,x,x,x,,x,,,HORIZONTAL,1988,2,8 way,2,Taito,joy8way,,Taito
arcade,tokib,Toki,x,x,x,x,x,,x,,,HORIZONTAL,1989,2,8 way,2,Other,joy8way,,TAD Corporation / Tad Corporation
arcade,tokio,Tokio,x,x,x,x,x,,,,,VERTICAL,1986,2,8 way,2,Taito,joy8way,,Taito / Romstar Incorporated
arcade,toobin,Toobin',x,x,x,x,x,x,x,x,x,VERTICAL,1988,2,buttons only,5,Atari,,only_buttons,Atari Games / Atari
arcade,tophuntr,Top Hunter: Roddy & Cathy,,x,x,x,,,,,,HORIZONTAL NEOGEO,1994,2,8 way,4,Neo Geo,joy8way,,SNK
arcade,totcarn,Total Carnage,x,x,x,x,x,x,x,x,,HORIZONTAL,1992,2,twin stick,0,Midway,doublejoy8way,,Midway
arcade,toutrun3,Turbo Out Run (cockpit),,x,x,x,,,,,,HORIZONTAL,1989,1,analog,2,SEGA,,pedal / paddle,SEGA
arcade,tp84,Time Pilot 2 '84,x,x,x,x,x,,,,,VERTICAL,1984,2,8 way,2,Konami,joy8way,,Konami
arcade,trackfld,Track & Field,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1983,4,buttons only,3,Konami,,only_buttons,Konami
arcade,trally,Thrash Rally,,x,x,x,,,,,,HORIZONTAL NEOGEO,1991,2,8 way,4,Neo Geo,joy8way,,Alpha Denshi Co.
arcade,travrusa,Traverse USA,x,x,x,x,x,x,x,x,,VERTICAL,1983,2,4 way,2,Irem,joy2way,,Irem
arcade,troangel,Tropical Angel,x,x,x,x,x,,,,,HORIZONTAL,1983,2,4 way,2,Irem,joy2way,,Irem
arcade,trog,Trog,,x,x,x,,,,,,HORIZONTAL,1990,4,4 way,1,Midway,joy4way,,Midway
arcade,trojan,Trojan,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1986,2,8 way,2,Capcom,joy8way,,Capcom
arcade,tron,Tron,x,x,x,x,x,,x,,,VERTICAL,1982,2,8 way,1,Midway,joy8way,dial,Bally Midway
arcade,truxton,Truxton 1,x,x,x,x,x,,x,,,VERTICAL,1988,2,8 way,2,Toaplan,joy8way,,Toaplan / Taito
arcade,truxton2,Truxton 2,x,x,x,x,,,,,,VERTICAL,1992,2,8 way,3,Toaplan,joy8way,,Toaplan
arcade,turfmast,Neo Turf Masters,x,x,x,x,x,x,x,x,,HORIZONTAL NEOGEO,1996,2,8 way,4,Neo Geo,joy8way,,Nazca / Nazca Corporation
arcade,tutankhm,Tutankham,x,x,x,x,x,,x,,,VERTICAL,1982,2,4 way,2,Konami,doublejoy2way,,Konami
arcade,twincobr,Twin Cobra,x,x,x,x,x,x,MINI,x,x,VERTICAL,1987,2,8 way,2,Toaplan,joy8way,,Toaplan / Taito
arcade,twineag2,Twin Eagle 2: The Rescue Mission,x,x,x,x,,,,,,VERTICAL,1994,2,8 way,3,Other,joy8way,,Seta
arcade,twineagl,Twin Eagle 1: Revenge Joe's Brother,x,x,x,x,x,,,,,VERTICAL,1988,2,8 way,2,Taito,joy8way,,Seta / Taito
arcade,twocrude,Two Crude,x,x,x,x,x,,,,,HORIZONTAL,1990,2,8 way,3,Data East,joy8way,,Data East
arcade,uccops,Undercover Cops,x,x,x,x,x,,,,,HORIZONTAL,1992,3,8 way,2,Irem,joy8way,,Irem
arcade,umk3,Mortal Kombat 4 : Ultimate Mortal Kombat 3,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1994,2,8 way,6,Midway,joy8way,,Midway
arcade,unsquad,U.N. Squadron,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1989,2,8 way,3,Capcom,joy8way,,Capcom
arcade,upndown,Up'n Down,x,x,x,x,x,,,,,VERTICAL,1983,2,8 way,1,SEGA,joy8way,,SEGA
arcade,vanguard,Vanguard,x,x,x,x,,,,,,VERTICAL,1981,2,8 way,4,SNK,joy8way,,SNK
arcade,vaportrau,Vapor Trail: Hyper Offence Formation,x,x,x,x,x,,,,,VERTICAL,1989,2,8 way,2,Data East,joy8way,,Data East
arcade,varth,Varth: Operation Thunderstorm,x,x,x,x,x,x,x,x,x,VERTICAL,1992,2,8 way,3,Capcom,joy8way,,Capcom
arcade,vasara,Vasara 1,x,x,x,x,,,,,,VERTICAL,2000,2,8 way,3,Other,joy8way,,Visco
arcade,vasara2,Vasara 2,x,x,x,x,x,x,x,x,x,VERTICAL,2001,2,8 way,3,Other,joy8way,,Visco
arcade,vendetta2pw,Vendetta,x,x,x,x,x,,,,,HORIZONTAL,1991,2,8 way,2,Konami,joy8way,,Konami
arcade,victroad,Victory Road,x,x,x,x,x,x,MINI,x,x,VERTICAL,1986,2,8 way,2,SNK,joy8way,positional,SNK
arcade,viewpoin,Viewpoint,,x,x,x,,,,,,HORIZONTAL NEOGEO,1992,2,8 way,4,Neo Geo,joy8way,,Sammy / Aicom
arcade,vigilanto,Vigilante,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1988,2,8 way,2,Irem,joy8way,,Irem / Data East
arcade,vimana,Vimana,x,x,x,x,,,,,,VERTICAL,1991,2,8 way,2,Toaplan,joy8way,,Toaplan
arcade,vindictr,Vindicators,,x,x,x,,,,,,HORIZONTAL,1988,2,8 way,4,Atari,doublejoyvertical2way,,Atari Games
arcade,viostorm,Violent Storm,,x,x,x,,,,,,HORIZONTAL,1993,4,8 way,3,Konami,joy8way,,Konami
arcade,viprp1,Viper Phase 1,x,x,x,x,x,,,,,VERTICAL,1995,2,8 way,3,Other,joy8way,,Seibu Kaihatsu
arcade,vr,Virtua Racing,x,x,x,x,x,x,x,x,,HORIZONTAL,1992,1,analog,6,SEGA,,pedal / paddle,SEGA
arcade,vsav,Vampire Savior 1: The Lord of Vampire,x,x,x,x,x,,,,,HORIZONTAL,1997,2,8 way,6,Capcom,joy8way,,Capcom
arcade,vsav2,Vampire Savior 2: The Lord of Vampire,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1997,2,8 way,6,Capcom,joy8way,,Capcom
arcade,vulgus,Vulgus,x,x,x,x,x,x,x,x,,VERTICAL,1984,2,8 way,2,Capcom,joy8way,,Capcom
arcade,wakuwak7,Waku Waku 7,,x,x,x,,,,,,HORIZONTAL NEOGEO,1996,2,8 way,4,Neo Geo,joy8way,,Sunsoft / SNK
arcade,wardner,Wardner,x,x,x,x,x,x,x,x,x,HORIZONTAL,1987,2,8 way,2,Toaplan,joy8way,,Toaplan / Taito
arcade,warlords,Warlords,,x,x,x,,,,,,HORIZONTAL,1980,4,analog,1,Atari,,paddle,Atari
arcade,waterski,Water Ski,x,x,x,x,x,,,,,VERTICAL,1983,2,4 way,2,Taito,joy2way,,Taito
arcade,wb3,"Wonder Boy 3: Monster Lair (set 6, World, System 16B)",,x,x,x,,,,,,HORIZONTAL,1988,2,8 way,3,SEGA,joy8way,,SEGA / Westone
arcade,wbmlvcd,Wonder Boy 2 in Monster Land,x,x,x,x,x,,x,,,HORIZONTAL,1987,2,8 way,2,Other,joy8way,,bootleg / mpatou
arcade,wboy,Wonder Boy 1,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1986,2,4 way,2,SEGA,joy2way,,Escape / SEGA
arcade,whp,World Heroes Perfect,x,x,x,x,x,,x,,,HORIZONTAL NEOGEO,1995,2,8 way,4,Neo Geo,joy8way,,ADK / SNK
arcade,wildfang,Wild Fang,x,x,x,x,x,x,x,x,,HORIZONTAL,1989,2,8 way,3,Tecmo,joy8way,,Tecmo
arcade,willow,Willow,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1989,2,8 way,3,Capcom,joy8way,,Capcom / Lucasfilm Games
arcade,wizdfire,Wizard Fire,x,x,x,x,x,,,,,HORIZONTAL,1992,2,8 way,2,Data East,joy8way,,Data East
arcade,wjammers,Windjammers,x,x,x,x,x,,,,,HORIZONTAL NEOGEO,1994,2,8 way,4,Neo Geo,joy8way,,Data East / SNK
arcade,wof,Warriors of Fate,x,x,x,x,x,,,,,HORIZONTAL,1992,3,8 way,2,Capcom,joy8way,,Capcom
arcade,wow,Wizard of Wor,,x,x,x,,,,,,HORIZONTAL,1980,2,8 way,2,Midway,joy8way,,Dave Nutting Associates / Midway
arcade,wrally,World Rally 1,x,x,x,x,x,,,,,HORIZONTAL,1993,2,8 way,2,Other,joy8way,paddle / dial,Gaelco
arcade,wrally2,World Rally 2: Twin Racing,x,x,x,x,x,,,,,HORIZONTAL,1995,2,8 way,2,Other,joy8way,paddle,Gaelco
arcade,wwfmania,WWF: Wrestlemania,,x,x,x,,,,,,HORIZONTAL,1995,2,8 way,5,Midway,joy8way,,Midway
arcade,wwfsstar,WWF Superstars,x,x,x,x,x,x,x,x,,HORIZONTAL,1989,2,8 way,2,Technos,joy8way,,Technos Japan / Technos Japan Corp.
arcade,wwfwfest,WWF WrestleFest,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1991,4,8 way,2,Technos,joy8way,,Technos Japan / Tecmo license
arcade,xenophob,Xenophobe,,x,x,x,,,,,,HORIZONTAL,1987,3,8 way,3,Midway,joy8way,,Bally Midway
arcade,xevious,Xevious,x,x,x,x,x,x,MINI,x,x,VERTICAL,1982,2,8 way,2,Namco,joy8way,,Namco
arcade,xexexj,Xexex,,x,x,x,,,,,,HORIZONTAL,1991,2,8 way,2,Konami,joy8way,,Konami
arcade,xmcota,X-Men Children of the Atom,x,x,x,x,x,x,x,x,x,HORIZONTAL,1994,2,8 way,6,Capcom,joy8way,,Capcom
arcade,xmenu,X-Men,x,x,x,x,x,x,x,x,,HORIZONTAL,1992,4,8 way,3,Konami,joy8way,,Konami
arcade,xmultipl,X Multiply,,x,x,x,,,,,,HORIZONTAL,1989,2,8 way,4,Irem,joy8way,,Irem
arcade,xmvsf,X-Men Vs. Street Fighter,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1996,2,8 way,6,Capcom,joy8way,,Capcom
arcade,xsleena,Xain'd Sleena,x,x,x,x,x,,x,,,HORIZONTAL,1986,2,8 way,2,Technos,joy8way,,Technos Japan / Taito
arcade,yiear,Yie Ar Kung-Fu,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1985,2,8 way,3,Konami,joy8way,,Konami
arcade,zaxxon,Zaxxon,x,x,x,x,x,x,x,x,x,VERTICAL,1982,2,8 way,1,SEGA,joy8way,,SEGA
arcade,zookeep,Zoo Keeper,x,x,x,x,x,,x,,,HORIZONTAL,1982,2,4 way,1,Taito,joy4way,,Taito
arcade,After Burner Climax,After Burner Climax,,,MAX,MAX,,,,,,HORIZONTAL,2006,1,analog,4,SEGA,,,
arcade,dayto2pe,Daytona 2,,,MAX,MAX,,,,,,HORIZONTAL,1998,1,analog,4,SEGA,,,
arcade,Dragons Lair,Dragons Lair,,,MAX,MAX,,,,,,HORIZONTAL,1983,1,analog,1,Other,,,
arcade,Mario Kart Arcade GP,Mario Kart Arcade GP 1,,,MAX,MAX,,,,,,HORIZONTAL,2005,1,analog,4,Nintendo,,,
arcade,Mario Kart Arcade GP 2,Mario Kart Arcade GP 2,,,MAX,MAX,,,,,,HORIZONTAL,2007,1,analog,4,Nintendo,,,
arcade,OutRun 2006,OutRun 2006,,,MAX,MAX,,,,,,HORIZONTAL,2006,1,analog,4,SEGA,,,
arcade,scudp,Scud Racer,,,MAX,MAX,,,,,,HORIZONTAL,1996,1,analog,4,SEGA,,,
arcade,Space Ace,Space Ace,,,MAX,MAX,,,,,,HORIZONTAL,1983,1,analog,1,Other,,,
arcade,srally2,Sega Rally 2,,,MAX,MAX,,,,,,HORIZONTAL,1998,1,analog,4,SEGA,,,
arcade,Ultra Street Fighter IV,Ultra Street Fighter IV,,,MAX,MAX,,,,,,HORIZONTAL,2008,2,8 way,6,Capcom,,,
arcade,starforc,Star Force,,,,,,,,,,VERTICAL,1984,1,8 way,1,Other,,,Tehkan
CONSOLE,Paradroid,Paradroid,,,,,,,,,,CONSOLE,,1,8 way,1,,,,
CONSOLE,Uridium,Uridium,,,,,,,,,,CONSOLE,,1,8 way,1,,,,
CONSOLE,gnw_dkjr,gnw_dkjr,,,,,,,,,,CONSOLE,,1,4 way,6,,,,
CONSOLE,gnw_dkong,gnw_dkong,,,,,,,,,,CONSOLE,,1,4 way,6,,,,
CONSOLE,gnw_dkong2,gnw_dkong2,,,,,,,,,,CONSOLE,,1,4 way,6,,,,
CONSOLE,gnw_fire,gnw_fire,,,,,,,,,,CONSOLE,,1,4 way,6,,,,
CONSOLE,gnw_ghouse,gnw_ghouse,,,,,,,,,,CONSOLE,,1,4 way,6,,,,
CONSOLE,gnw_mickdon,gnw_mickdon,,,,,,,,,,CONSOLE,,1,4 way,6,,,,
CONSOLE,gnw_octopus,gnw_octopus,,,,,,,,,,CONSOLE,,1,4 way,6,,,,
CONSOLE,gnw_opanic,gnw_opanic,,,,,,,,,,CONSOLE,,1,4 way,6,,,,
CONSOLE,gnw_pchute,gnw_pchute,,,,,,,,,,CONSOLE,,1,4 way,6,,,,
CONSOLE,gnw_popeye,gnw_popeye,,,,,,,,,,CONSOLE,,1,4 way,6,,,,
CONSOLE,gnw_stennis,gnw_stennis,,,,,,,,,,CONSOLE,,1,4 way,6,,,,
CONSOLE,gnw_tbridge,gnw_tbridge,,,,,,,,,,CONSOLE,,1,4 way,6,,,,
CONSOLE,International Karate Plus,International Karate Plus,,,,,,,,,,CONSOLE,,1,8 way,6,,,,
CONSOLE,Comix Zone,Comix Zone,,,,,,,,,,CONSOLE,,1,8 way,6,,,,
CONSOLE,Earthworm Jim,Earthworm Jim,,,,,,,,,,CONSOLE,,1,8 way,6,,,,
CONSOLE,ECCO the Dolphin,ECCO the Dolphin,,,,,,,,,,CONSOLE,,1,8 way,6,,,,
CONSOLE,Rocket Knight Adventures,Rocket Knight Adventures,,,,,,,,,,CONSOLE,,1,8 way,6,,,,
CONSOLE,Sonic CD,Sonic CD,,,,,,,,,,CONSOLE,,1,8 way,6,,,,
CONSOLE,Streets of Rage III,Streets of Rage III,,,,,,,,,,CONSOLE,,2,8 way,6,,,,
CONSOLE,Xenocrisis,Xenocrisis,,,,,,,,,,CONSOLE,,2,8 way,6,,,,
CONSOLE,Castlevania - Symphony of the Night,Castlevania - Symphony of the Night,,,,,,,,,,CONSOLE,,1,8 way,6,,,,
CONSOLE,Pilotwings,Pilotwings,,,,,,,,,,CONSOLE,,1,8 way,6,,,,
CONSOLE,AladdinMD,AladdinMD,,,,,,,,,,CONSOLE,,1,8 way,6,,,,
CONSOLE,Castlevania Bloodlines,Castlevania Bloodlines,,,,,,,,,,CONSOLE,,1,8 way,6,,,,
CONSOLE,Contra Hard Corps,Contra Hard Corps,,,,,,,,,,CONSOLE,,2,8 way,6,,,,
CONSOLE,Ecco The Tides of Time,Ecco The Tides of Time,,,,,,,,,,CONSOLE,,1,8 way,6,,,,
CONSOLE,Gunstar Heroes,Gunstar Heroes,,,,,,,,,,CONSOLE,,2,8 way,6,,,,
CONSOLE,Revenge of Shinobi,Revenge of Shinobi,,,,,,,,,,CONSOLE,,1,8 way,6,,,,
CONSOLE,Shinobi III,Shinobi III,,,,,,,,,,CONSOLE,,1,8 way,6,,,,
CONSOLE,Sonic The Hedgehog I,Sonic The Hedgehog I,,,,,,,,,,CONSOLE,,1,8 way,6,,,,
CONSOLE,Sonic The Hedgehog II,Sonic The Hedgehog II,,,,,,,,,,CONSOLE,,2,8 way,6,,,,
CONSOLE,Sonic The Hedgehog III,Sonic The Hedgehog III,,,,,,,,,,CONSOLE,,2,8 way,6,,,,
CONSOLE,Streets Of Rage I,Streets Of Rage I,,,,,,,,,,CONSOLE,,2,8 way,6,,,,
CONSOLE,Streets Of Rage II,Streets Of Rage II,,,,,,,,,,CONSOLE,,2,8 way,6,,,,
CONSOLE,Aladdin,Aladdin,,,,,,,,,,CONSOLE,,1,8 way,6,,,,
CONSOLE,Axelay,Axelay,,,,,,,,,,CONSOLE,,2,8 way,6,,,,
CONSOLE,Contra III,Contra III,,,,,,,,,,CONSOLE,,2,8 way,6,,,,
CONSOLE,Demons Crest,Demons Crest,,,,,,,,,,CONSOLE,,1,8 way,6,,,,
CONSOLE,Donkey Kong Country I,Donkey Kong Country I,,,,,,,,,,CONSOLE,,1,8 way,6,,,,
CONSOLE,Donkey Kong Country II,Donkey Kong Country II,,,,,,,,,,CONSOLE,,2,8 way,6,,,,
CONSOLE,F Zero,F Zero,,,,,,,,,,CONSOLE,,1,8 way,6,,,,
CONSOLE,Final Fight II,Final Fight II,,,,,,,,,,CONSOLE,,2,8 way,6,,,,
CONSOLE,Final Fight III,Final Fight III,,,,,,,,,,CONSOLE,,2,8 way,6,,,,
CONSOLE,Legend of Zelda Link to the Past,Legend of Zelda Link to the Past,,,,,,,,,,CONSOLE,,1,8 way,6,,,,
CONSOLE,Mega Man X1,Mega Man X1,,,,,,,,,,CONSOLE,,1,8 way,6,,,,
CONSOLE,Mega Man X2,Mega Man X2,,,,,,,,,,CONSOLE,,1,8 way,6,,,,
CONSOLE,Ninja Warriors,Ninja Warriors,,,,,,,,,,CONSOLE,,2,8 way,6,,,,
CONSOLE,Pocky Rocky I,Pocky Rocky I,,,,,,,,,,CONSOLE,,2,8 way,6,,,,
CONSOLE,Pocky Rocky II,Pocky Rocky II,,,,,,,,,,CONSOLE,,2,8 way,6,,,,
CONSOLE,R-Type III,R-Type III,,,,,,,,,,CONSOLE,,1,8 way,6,,,,
CONSOLE,Super Castlevania IV,Super Castlevania IV,,,,,,,,,,CONSOLE,,1,8 way,6,,,,
CONSOLE,Super Ghouls n Ghosts,Super Ghouls n Ghosts,,,,,,,,,,CONSOLE,,1,8 way,6,,,,
CONSOLE,Super Mario All Stars,Super Mario All Stars,,,,,,,,,,CONSOLE,,1,8 way,6,,,,
CONSOLE,Super Mario Kart,Super Mario Kart,,,,,,,,,,CONSOLE,,2,8 way,6,,,,
CONSOLE,Super Mario World 1,Super Mario World 1,,,,,,,,,,CONSOLE,,1,8 way,6,,,,
CONSOLE,Super Mario World 2,Super Mario World 2,,,,,,,,,,CONSOLE,,1,8 way,6,,,,
CONSOLE,Super Metroid,Super Metroid,,,,,,,,,,CONSOLE,,1,8 way,6,,,,
CONSOLE,Super Punch-Out!!,Super Punch-Out!!,,,,,,,,,,CONSOLE,,1,8 way,6,,,,
CONSOLE,Super Star Wars II,Super Star Wars II,,,,,,,,,,CONSOLE,,1,8 way,6,,,,
CONSOLE,Super Star Wars III,Super Star Wars III,,,,,,,,,,CONSOLE,,1,8 way,6,,,,
CONSOLE,Super Star Wars,Super Star Wars,,,,,,,,,,CONSOLE,,1,8 way,6,,,,
CONSOLE,Wild Guns,Wild Guns,,,,,,,,,,CONSOLE,,2,8 way,6,,,,
CONSOLE,Zombies Ate My Neighbors,Zombies Ate My Neighbors,,,,,,,,,,CONSOLE,,2,analog,6,,,,
CONSOLE,Border Down,Border Down,,,,MAX,,,,,,CONSOLE,,1,analog,6,,,,
CONSOLE,Capcom vs SNK 2,Capcom vs SNK 2,,,,MAX,,,,,,CONSOLE,,2,8 way,6,,,,
CONSOLE,Crazy Taxi,Crazy Taxi,,,,MAX,,,,,,CONSOLE,,1,analog,6,,,,
CONSOLE,doom2,doom2,,,,MAX,,,,,,CONSOLE,,1,analog,2,,,,
CONSOLE,F-Zero GX,F-Zero GX,,,,MAX,,,,,,CONSOLE,,1,analog,6,,,,
CONSOLE,F-Zero X,F-Zero X,,,,MAX,,,,,,CONSOLE,,1,analog,6,,,,
CONSOLE,Ikaruga,Ikaruga,,,,MAX,,,,,,CONSOLE,,2,analog,6,,,,
CONSOLE,Legend Of Zelda The Wind Waker,Legend Of Zelda The Wind Waker,,,,MAX,,,,,,CONSOLE,,1,analog,6,,,,
CONSOLE,Mario Kart 64,Mario Kart 64,,,,MAX,,,,,,CONSOLE,,1,analog,6,,,,
CONSOLE,Mario Kart Double Dash,Mario Kart Double Dash,,,,MAX,,,,,,CONSOLE,,2,analog,6,,,,
CONSOLE,Marvel vs Capcom 2,Marvel vs Capcom 2,,,,MAX,,,,,,CONSOLE,,2,8 way,6,,,,
CONSOLE,Road Rash (1994)(Electronic Arts)(Eu)[CDD4431],Road Rash (1994)(Electronic Arts)(Eu)[CDD4431],,,,MAX,,,,,,CONSOLE,,1,analog,3,,,,
CONSOLE,Soul Calibur,Soul Calibur,,,,MAX,,,,,,CONSOLE,,2,analog,6,,,,
CONSOLE,Star Fox 64,Star Fox 64,,,,MAX,,,,,,CONSOLE,,1,analog,6,,,,
CONSOLE,Super Mario 64,Super Mario 64,,,,MAX,,,,,,CONSOLE,,1,analog,6,,,,
CONSOLE,Super Mario Sunshine,Super Mario Sunshine,,,,MAX,,,,,,CONSOLE,,1,analog,6,,,,
CONSOLE,Ultimate Ghosts N Goblins,Ultimate Ghosts N Goblins,,,,MAX,,,,,,CONSOLE,,1,8 way,4,,,,
CONSOLE,Under Defeat,Under Defeat,,,,MAX,,,,,,CONSOLE,,2,analog,6,,,,
CONSOLE,Zero Gunner 2,Zero Gunner 2,,,,MAX,,,,,,CONSOLE,,2,analog,6,,,,
arcade,10yard,10-Yard Fight,,,,ADDON,,,,,,HORIZONTAL,1983,2,8 way,2,Irem,joy8way,,Irem
arcade,64street,64th. Street: A Detective Story,,,,ADDON,,,,,,HORIZONTAL,1991,2,8 way,2,Other,joy8way,,Jaleco / C.P. Brain
arcade,abcop,A.B. Cop (World),,,,ADDON,,,,,,HORIZONTAL,1990,1,analog,1,SEGA,,pedal / paddle,SEGA
